index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5031,22082503.98,193556,2022-08-28,28.1,16.3,22.3,59.4
1,강동구,6826,20081414.37,187289,2022-08-28,28.1,16.3,22.3,59.4
2,강북구,2337,7776184.18,64188,2022-08-28,28.1,16.3,22.3,59.4
3,강서구,14775,38691223.46,325275,2022-08-28,28.1,16.3,22.3,59.4
4,관악구,4496,15639507.74,129904,2022-08-28,28.1,16.3,22.3,59.4
5,광진구,8516,29176682.53,253960,2022-08-28,28.1,16.3,22.3,59.4
6,구로구,5490,21024986.96,163027,2022-08-28,28.1,16.3,22.3,59.4
7,금천구,1909,8031463.2,59722,2022-08-28,28.1,16.3,22.3,59.4
8,노원구,8669,27742296.67,220055,2022-08-28,28.1,16.3,22.3,59.4
9,도봉구,3376,12746364.19,95864,2022-08-28,28.1,16.3,22.3,59.4
10,동대문구,5287,19044374.24,155645,2022-08-28,28.1,16.3,22.3,59.4
11,동작구,4046,16032230.85,136110,2022-08-28,28.1,16.3,22.3,59.4
12,마포구,10159,41652836.19,379847,2022-08-28,28.1,16.3,22.3,59.4
13,서대문구,3354,14119903.14,112643,2022-08-28,28.1,16.3,22.3,59.4
14,서초구,5936,26230022.32,246480,2022-08-28,28.1,16.3,22.3,59.4
15,성동구,6641,28801074.52,247302,2022-08-28,28.1,16.3,22.3,59.4
16,성북구,3926,13323446.19,105777,2022-08-28,28.1,16.3,22.3,59.4
17,송파구,16098,51528752.76,481253,2022-08-28,28.1,16.3,22.3,59.4
18,양천구,8567,22862528.27,202278,2022-08-28,28.1,16.3,22.3,59.4
19,영등포구,13858,53488718.95,475356,2022-08-28,28.1,16.3,22.3,59.4
20,용산구,4803,20360859.0,175365,2022-08-28,28.1,16.3,22.3,59.4
21,은평구,4388,15550465.39,127484,2022-08-28,28.1,16.3,22.3,59.4
22,종로구,4782,12548147.53,123030,2022-08-28,28.1,16.3,22.3,59.4
23,중구,2863,8189168.08,75579,2022-08-28,28.1,16.3,22.3,59.4
24,중랑구,4287,13798724.16,110069,2022-08-28,28.1,16.3,22.3,59.4
