index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2622,8885717.72,71997,2023-07-30,35.0,25.1,30.8,70.9
1,강동구,5004,10799474.5,101527,2023-07-30,35.0,25.1,30.8,70.9
2,강북구,1220,3342234.15,28593,2023-07-30,35.0,25.1,30.8,70.9
3,강서구,7918,14053738.53,122768,2023-07-30,35.0,25.1,30.8,70.9
4,관악구,2177,5541302.62,46664,2023-07-30,35.0,25.1,30.8,70.9
5,광진구,5138,11865818.19,103098,2023-07-30,35.0,25.1,30.8,70.9
6,구로구,2684,6114044.1,52221,2023-07-30,35.0,25.1,30.8,70.9
7,금천구,933,2160981.02,18424,2023-07-30,35.0,25.1,30.8,70.9
8,노원구,5745,13351489.68,110313,2023-07-30,35.0,25.1,30.8,70.9
9,도봉구,2047,5303329.74,43032,2023-07-30,35.0,25.1,30.8,70.9
10,동대문구,3195,8010976.88,68966,2023-07-30,35.0,25.1,30.8,70.9
11,동작구,1518,4444710.63,36446,2023-07-30,35.0,25.1,30.8,70.9
12,마포구,4225,12303530.72,112876,2023-07-30,35.0,25.1,30.8,70.9
13,서대문구,1492,4452860.81,37535,2023-07-30,35.0,25.1,30.8,70.9
14,서초구,2221,7200012.46,59915,2023-07-30,35.0,25.1,30.8,70.9
15,성동구,2824,8802661.47,71544,2023-07-30,35.0,25.1,30.8,70.9
16,성북구,2090,5097200.5,43257,2023-07-30,35.0,25.1,30.8,70.9
17,송파구,8685,22326452.85,195122,2023-07-30,35.0,25.1,30.8,70.9
18,양천구,4430,8405108.69,77696,2023-07-30,35.0,25.1,30.8,70.9
19,영등포구,5476,12629562.39,120511,2023-07-30,35.0,25.1,30.8,70.9
20,용산구,1511,5064451.03,37297,2023-07-30,35.0,25.1,30.8,70.9
21,은평구,2123,4724276.65,41716,2023-07-30,35.0,25.1,30.8,70.9
22,종로구,2099,4245094.89,42227,2023-07-30,35.0,25.1,30.8,70.9
23,중구,1484,3308974.72,31237,2023-07-30,35.0,25.1,30.8,70.9
24,중랑구,3007,6841924.76,57591,2023-07-30,35.0,25.1,30.8,70.9
