STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4458,13790928.8,110649,2023-07-28
강동구,6750,13267309.97,128216,2023-07-28
강북구,2148,5147493.31,45622,2023-07-28
강서구,19699,32076349.95,278511,2023-07-28
관악구,3714,9598650.62,77434,2023-07-28
광진구,7123,15360989.32,136726,2023-07-28
구로구,6483,14801406.39,120138,2023-07-28
금천구,2996,6937259.41,53929,2023-07-28
노원구,9192,19628301.19,170984,2023-07-28
도봉구,3197,8443988.77,65570,2023-07-28
동대문구,5446,13057572.94,112772,2023-07-28
동작구,3012,8361880.49,68576,2023-07-28
마포구,7253,19073440.57,170585,2023-07-28
서대문구,2918,8022110.7700000005,62143,2023-07-28
서초구,4176,12058103.47,100421,2023-07-28
성동구,5779,15203223.68,130477,2023-07-28
성북구,3456,8430944.76,70379,2023-07-28
송파구,12725,27652789.07,251366,2023-07-28
양천구,9451,17782236.97,162987,2023-07-28
영등포구,12517,28119844.8,262492,2023-07-28
용산구,2865,8737775.12,69642,2023-07-28
은평구,3823,8706857.02,74466,2023-07-28
종로구,5554,10756793.17,109498,2023-07-28
중구,4065,8770249.54,85793,2023-07-28
중랑구,4464,9747777.09,80456,2023-07-28
