STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1549,3755980.66,31568,2023-07-11
강동구,2673,4898908.1,41182,2023-07-11
강북구,984,2193662.74,17303,2023-07-11
강서구,7481,11594012.87,97225,2023-07-11
관악구,1397,2797311.85,24941,2023-07-11
광진구,2714,5352186.91,44107,2023-07-11
구로구,2209,4256159.97,34612,2023-07-11
금천구,991,1957237.52,15182,2023-07-11
노원구,3605,7410011.97,58928,2023-07-11
도봉구,1316,2892535.69,21993,2023-07-11
동대문구,2359,4969300.35,42311,2023-07-11
동작구,1179,2626441.06,19836,2023-07-11
마포구,2267,5568576.39,46648,2023-07-11
서대문구,1280,3286085.15,25544,2023-07-11
서초구,1355,3303348.65,27004,2023-07-11
성동구,2006,4494401.1,38124,2023-07-11
성북구,1631,3594704.05,26869,2023-07-11
송파구,4712,9415441.4,77370,2023-07-11
양천구,3254,5815858.68,50012,2023-07-11
영등포구,4261,8089963.88,71163,2023-07-11
용산구,890,2045008.1199999999,15421,2023-07-11
은평구,1662,3424434.5,26746,2023-07-11
종로구,1866,3408803.91,30673,2023-07-11
중구,1279,2620863.17,24739,2023-07-11
중랑구,1892,3748643.43,27846,2023-07-11
