STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5671,17631734.65,139920,2023-07-06
강동구,8340,16920809.5,164505,2023-07-06
강북구,2551,6246408.0,53379,2023-07-06
강서구,22900,39190359.04,333457,2023-07-06
관악구,4752,12746505.89,98456,2023-07-06
광진구,8373,19004688.86,166585,2023-07-06
구로구,7861,18984034.58,148656,2023-07-06
금천구,3858,9241133.17,67424,2023-07-06
노원구,10923,23888042.25,201961,2023-07-06
도봉구,3888,10322117.97,80316,2023-07-06
동대문구,6428,15645885.02,130644,2023-07-06
동작구,3645,10540929.18,84561,2023-07-06
마포구,8722,24584695.33,213900,2023-07-06
서대문구,3507,10614493.6,79835,2023-07-06
서초구,5252,16138862.92,126513,2023-07-06
성동구,7010,20432842.31,165670,2023-07-06
성북구,4365,10868195.82,87552,2023-07-06
송파구,15903,35591751.13,318995,2023-07-06
양천구,10634,20831898.31,187157,2023-07-06
영등포구,15797,38800314.89,335368,2023-07-06
용산구,3518,11443312.74,88081,2023-07-06
은평구,4561,10190105.34,88473,2023-07-06
종로구,7050,14507834.56,141239,2023-07-06
중구,4712,10839628.91,101394,2023-07-06
중랑구,5296,11746864.91,97219,2023-07-06
