STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5352,18168639.72,144415,2023-07-05
강동구,7146,14874942.29,145295,2023-07-05
강북구,2157,5330011.89,48521,2023-07-05
강서구,20572,37321848.6,316088,2023-07-05
관악구,4131,11813368.2,94619,2023-07-05
광진구,7452,18174502.27,163388,2023-07-05
구로구,7425,18832063.74,150303,2023-07-05
금천구,3540,8829319.27,66798,2023-07-05
노원구,9677,22503459.91,194415,2023-07-05
도봉구,3356,8713913.35,71618,2023-07-05
동대문구,5750,14713804.64,124794,2023-07-05
동작구,3610,11103568.41,88365,2023-07-05
마포구,8706,26535064.26,227458,2023-07-05
서대문구,3283,10578384.79,83279,2023-07-05
서초구,5220,17281867.6,142090,2023-07-05
성동구,6857,20304930.2,169282,2023-07-05
성북구,3868,9954087.74,82039,2023-07-05
송파구,14412,34093805.53,311905,2023-07-05
양천구,10052,20254998.51,184427,2023-07-05
영등포구,15269,40832557.77,353166,2023-07-05
용산구,3519,12306740.09,96819,2023-07-05
은평구,4301,10479148.81,91859,2023-07-05
종로구,6693,14754886.06,142484,2023-07-05
중구,4856,12081815.47,108924,2023-07-05
중랑구,4734,10885574.15,91862,2023-07-05
