STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2548,9523908.87,73073,2023-07-09
강동구,4075,9581498.05,84661,2023-07-09
강북구,1326,3605280.53,29641,2023-07-09
강서구,8887,18952056.72,157671,2023-07-09
관악구,2709,8220131.5,64891,2023-07-09
광진구,4315,11773879.05,97055,2023-07-09
구로구,3015,8468150.07,64966,2023-07-09
금천구,1086,3146910.37,24460,2023-07-09
노원구,4953,13297817.45,104526,2023-07-09
도봉구,2042,6216331.17,46619,2023-07-09
동대문구,2925,8096029.88,66229,2023-07-09
동작구,1942,6386634.43,50857,2023-07-09
마포구,3885,14288140.87,115005,2023-07-09
서대문구,1775,6573078.04,48536,2023-07-09
서초구,2363,9455563.57,75012,2023-07-09
성동구,2809,10784910.37,83935,2023-07-09
성북구,2078,5841638.91,46590,2023-07-09
송파구,7755,21150336.74,180619,2023-07-09
양천구,4690,10597491.9,93574,2023-07-09
영등포구,6337,19152777.87,162239,2023-07-09
용산구,1860,6884911.38,51538,2023-07-09
은평구,2281,6377433.18,51674,2023-07-09
종로구,2195,5234872.29,47816,2023-07-09
중구,1513,4001852.09,34579,2023-07-09
중랑구,2469,6541879.15,52048,2023-07-09
