STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,5554,30.157724162765575,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
강동구,8206,20.500487448208627,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
강북구,2586,23.38012374323279,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
강서구,21053,16.745879447109676,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
관악구,4578,23.179772826561816,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
광진구,9323,22.80928885551861,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
구로구,7171,22.332031794728767,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
금천구,3177,21.423040604343722,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
노원구,10544,20.80908573596358,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
도봉구,3775,22.539867549668873,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
동대문구,6766,22.50798108187999,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
동작구,4189,27.058725232752447,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
마포구,9815,28.194803871625062,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
서대문구,3708,25.96628910463862,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
서초구,6554,30.02532804394263,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
성동구,7557,27.73984385338097,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
성북구,4742,21.285955293125262,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
송파구,17221,23.114685558329946,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
양천구,10468,19.1559037065342,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
영등포구,15524,24.881924761659366,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
용산구,4124,30.52885548011639,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
은평구,4921,22.68482015850437,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
종로구,6585,22.80774487471526,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
중구,4490,24.450779510022272,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
중랑구,5359,20.348012688934503,2022-09-02,Friday,False,False,29.6,20.5,24.9,62.8,0.0
