STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,4476,21.124218051831992,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
강동구,5616,17.472044159544158,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
강북구,1848,18.951839826839826,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
강서구,16070,12.72619788425638,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
관악구,2793,17.22377372001432,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
광진구,6208,17.271907216494846,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
구로구,5394,17.006674082313683,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
금천구,2552,15.29114420062696,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
노원구,7893,16.532370454833398,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
도봉구,2633,18.08393467527535,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
동대문구,4537,19.752479612078467,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
동작구,2341,19.783425886373344,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
마포구,5464,20.195095168374817,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
서대문구,2391,18.8874947720619,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
서초구,3856,19.773858921161825,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
성동구,5237,21.29845331296544,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
성북구,3234,17.752009894867037,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
송파구,10972,18.14172438935472,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
양천구,7521,15.907857997606701,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
영등포구,10823,17.48914349071422,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
용산구,2236,20.933363148479426,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
은평구,3159,16.72269705603039,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
종로구,5031,17.903796461935997,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
중구,3721,20.86938994893846,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
중랑구,3651,17.06491372226787,2023-11-10,Friday,False,False,9.1,0.9,1.0,53.6,0.0
