STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,6852,24.906450671336835,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
강동구,8410,19.23258026159334,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
강북구,2700,21.925555555555555,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
강서구,24493,14.92842853060058,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
관악구,4672,20.830693493150687,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
광진구,9734,19.92058763098418,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
구로구,8287,18.69289248220104,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
금천구,3825,18.215686274509803,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
노원구,12050,19.173858921161827,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
도봉구,4211,20.838518166706244,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
동대문구,7161,20.901689708141323,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
동작구,3937,22.62052324104648,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
마포구,9674,24.03349183378127,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
서대문구,3764,22.000531349628055,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
서초구,6161,23.86950170426879,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
성동구,8087,23.742920736985283,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
성북구,5127,19.21786619855666,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
송파구,17207,20.96966350903702,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
양천구,11657,17.655314403362787,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
영등포구,16946,21.677682048861087,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
용산구,3940,24.661167512690355,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
은평구,4901,18.984492960620283,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
종로구,7594,20.649986831709246,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
중구,5442,22.680815876515986,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
중랑구,5758,19.1701979854116,2023-11-02,Thursday,False,False,25.6,18.8,20.9,69.7,0.0
