index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,3939,12854790.32,98466,2023-03-06,16.1,2.2,8.3,40.1
1,강동구,4902,10216031.75,94459,2023-03-06,16.1,2.2,8.3,40.1
2,강북구,1812,4485914.74,38390,2023-03-06,16.1,2.2,8.3,40.1
3,강서구,13445,23910490.56,200285,2023-03-06,16.1,2.2,8.3,40.1
4,관악구,2678,6407059.75,54699,2023-03-06,16.1,2.2,8.3,40.1
5,광진구,6074,13388371.06,115126,2023-03-06,16.1,2.2,8.3,40.1
6,구로구,4840,12030583.17,92590,2023-03-06,16.1,2.2,8.3,40.1
7,금천구,2272,5819599.35,41889,2023-03-06,16.1,2.2,8.3,40.1
8,노원구,7008,16291358.9,135636,2023-03-06,16.1,2.2,8.3,40.1
9,도봉구,2450,5844441.74,48598,2023-03-06,16.1,2.2,8.3,40.1
10,동대문구,4498,11515197.33,96414,2023-03-06,16.1,2.2,8.3,40.1
11,동작구,2447,6969485.17,54694,2023-03-06,16.1,2.2,8.3,40.1
12,마포구,6038,17383334.2,139140,2023-03-06,16.1,2.2,8.3,40.1
13,서대문구,2506,7523172.94,56636,2023-03-06,16.1,2.2,8.3,40.1
14,서초구,3538,11090360.1,85909,2023-03-06,16.1,2.2,8.3,40.1
15,성동구,5158,14775238.2,121984,2023-03-06,16.1,2.2,8.3,40.1
16,성북구,3154,7985795.55,65111,2023-03-06,16.1,2.2,8.3,40.1
17,송파구,11385,26243324.1,225799,2023-03-06,16.1,2.2,8.3,40.1
18,양천구,6559,13141858.71,114999,2023-03-06,16.1,2.2,8.3,40.1
19,영등포구,10117,25525257.63,210947,2023-03-06,16.1,2.2,8.3,40.1
20,용산구,2335,7614130.38,59380,2023-03-06,16.1,2.2,8.3,40.1
21,은평구,2940,7347581.96,60592,2023-03-06,16.1,2.2,8.3,40.1
22,종로구,4649,10089859.16,94424,2023-03-06,16.1,2.2,8.3,40.1
23,중구,3406,8325644.65,73870,2023-03-06,16.1,2.2,8.3,40.1
24,중랑구,3252,7344822.8,59165,2023-03-06,16.1,2.2,8.3,40.1
