STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4419,15560787.58,117429,2023-03-22
강동구,6616,14269160.51,129051,2023-03-22
강북구,2317,5705031.0,48436,2023-03-22
강서구,16756,30698686.72,253078,2023-03-22
관악구,3533,8952714.65,73506,2023-03-22
광진구,8241,20231358.95,173524,2023-03-22
구로구,6011,15500608.44,119237,2023-03-22
금천구,2685,7268386.17,52580,2023-03-22
노원구,9215,21809638.23,177230,2023-03-22
도봉구,3167,8129678.68,64805,2023-03-22
동대문구,5966,15550386.74,125701,2023-03-22
동작구,3100,9517157.59,74295,2023-03-22
마포구,8211,24848299.03,205985,2023-03-22
서대문구,3361,9967831.88,75878,2023-03-22
서초구,4303,15313454.3,119482,2023-03-22
성동구,6605,21631219.13,168289,2023-03-22
성북구,3892,10140155.17,80152,2023-03-22
송파구,15279,36953776.64,319581,2023-03-22
양천구,8066,16847719.19,144390,2023-03-22
영등포구,12297,33318702.3,277915,2023-03-22
용산구,3049,10439071.53,78110,2023-03-22
은평구,3829,9243706.68,74344,2023-03-22
종로구,5365,11949544.13,112081,2023-03-22
중구,3728,9403500.26,83720,2023-03-22
중랑구,4540,11263758.7,88713,2023-03-22
