STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3420,10312214.11,80609,2023-03-03
강동구,4614,8946148.1,85516,2023-03-03
강북구,1528,3420129.66,30544,2023-03-03
강서구,12571,20161138.5,174805,2023-03-03
관악구,2347,5363230.21,45821,2023-03-03
광진구,5127,10930141.8,95951,2023-03-03
구로구,4273,10372435.52,79718,2023-03-03
금천구,1939,4430392.27,31880,2023-03-03
노원구,6168,13031819.49,111825,2023-03-03
도봉구,2149,4763521.59,41747,2023-03-03
동대문구,3953,9471503.97,81609,2023-03-03
동작구,2104,5501868.19,43751,2023-03-03
마포구,5034,13271544.08,115759,2023-03-03
서대문구,2237,5875691.16,46171,2023-03-03
서초구,3183,9053384.93,76594,2023-03-03
성동구,4412,11423960.17,95050,2023-03-03
성북구,2642,6373880.77,52793,2023-03-03
송파구,9958,21384100.46,199657,2023-03-03
양천구,6200,11483929.32,101649,2023-03-03
영등포구,8653,19775344.93,173029,2023-03-03
용산구,2019,6264302.28,48451,2023-03-03
은평구,2577,5552087.56,47153,2023-03-03
종로구,4287,8754563.15,83820,2023-03-03
중구,2883,6463019.43,60021,2023-03-03
중랑구,2935,6273914.42,52037,2023-03-03
