STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3394,10387369.05,81910,2023-03-15
강동구,5295,10492955.34,95581,2023-03-15
강북구,1802,4116495.75,36405,2023-03-15
강서구,14382,23860423.58,197817,2023-03-15
관악구,2732,5849460.04,50639,2023-03-15
광진구,5917,11907517.22,104388,2023-03-15
구로구,5034,11885020.9,92407,2023-03-15
금천구,2224,5298242.95,37596,2023-03-15
노원구,7451,15813487.38,133559,2023-03-15
도봉구,2511,5799294.99,46795,2023-03-15
동대문구,4668,10994158.91,93693,2023-03-15
동작구,2423,6073100.94,48499,2023-03-15
마포구,6009,15612322.17,126443,2023-03-15
서대문구,2567,6846822.91,52915,2023-03-15
서초구,3519,10005373.75,79536,2023-03-15
성동구,5097,13653083.64,107583,2023-03-15
성북구,3177,7239576.78,58341,2023-03-15
송파구,11726,25058265.31,221941,2023-03-15
양천구,6942,13426143.76,118305,2023-03-15
영등포구,9600,22048586.88,180271,2023-03-15
용산구,2245,6341302.0,47732,2023-03-15
은평구,3088,6480424.01,54597,2023-03-15
종로구,4364,8673417.53,83779,2023-03-15
중구,3308,7720277.96,70429,2023-03-15
중랑구,3542,7734213.26,62177,2023-03-15
