STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,1429,25.587123862841146,2025-04-13,Sunday,False,True
강동구,2098,18.703050524308864,2025-04-13,Sunday,False,True
강북구,630,23.223809523809525,2025-04-13,Sunday,False,True
강서구,4688,14.878199658703071,2025-04-13,Sunday,False,True
관악구,1072,20.374067164179106,2025-04-13,Sunday,False,True
광진구,2214,18.251580849141824,2025-04-13,Sunday,False,True
구로구,1811,20.534511319712866,2025-04-13,Sunday,False,True
금천구,634,22.01104100946372,2025-04-13,Sunday,False,True
노원구,2889,19.564555209415023,2025-04-13,Sunday,False,True
도봉구,855,22.952046783625732,2025-04-13,Sunday,False,True
동대문구,1426,19.310659186535766,2025-04-13,Sunday,False,True
동작구,776,23.1069587628866,2025-04-13,Sunday,False,True
마포구,1761,23.374787052810902,2025-04-13,Sunday,False,True
서대문구,816,23.27573529411765,2025-04-13,Sunday,False,True
서초구,1273,25.889238020424195,2025-04-13,Sunday,False,True
성동구,1360,22.85808823529412,2025-04-13,Sunday,False,True
성북구,881,19.682179341657207,2025-04-13,Sunday,False,True
송파구,3954,20.59711684370258,2025-04-13,Sunday,False,True
양천구,3213,17.82197323373794,2025-04-13,Sunday,False,True
영등포구,3573,19.600335852225022,2025-04-13,Sunday,False,True
용산구,723,22.100968188105117,2025-04-13,Sunday,False,True
은평구,938,19.538379530916846,2025-04-13,Sunday,False,True
종로구,1132,18.22791519434629,2025-04-13,Sunday,False,True
중구,726,19.27548209366391,2025-04-13,Sunday,False,True
중랑구,1053,17.002849002849004,2025-04-13,Sunday,False,True
