index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,3873,14023774.16,109895,2022-04-12,26.0,16.5,19.6,76.7
1,강동구,5312,11526445.98,106037,2022-04-12,26.0,16.5,19.6,76.7
2,강북구,1751,4581348.14,39352,2022-04-12,26.0,16.5,19.6,76.7
3,강서구,11582,22720023.26,185373,2022-04-12,26.0,16.5,19.6,76.7
4,관악구,3175,9689084.08,75586,2022-04-12,26.0,16.5,19.6,76.7
5,광진구,6035,14439844.17,123067,2022-04-12,26.0,16.5,19.6,76.7
6,구로구,4331,12382750.43,94982,2022-04-12,26.0,16.5,19.6,76.7
7,금천구,2120,6236785.86,46153,2022-04-12,26.0,16.5,19.6,76.7
8,노원구,6688,15992712.58,130663,2022-04-12,26.0,16.5,19.6,76.7
9,도봉구,2309,6637358.85,51344,2022-04-12,26.0,16.5,19.6,76.7
10,동대문구,4573,11674261.4,96644,2022-04-12,26.0,16.5,19.6,76.7
11,동작구,2385,7529729.26,60200,2022-04-12,26.0,16.5,19.6,76.7
12,마포구,6275,18501825.0,155200,2022-04-12,26.0,16.5,19.6,76.7
13,서대문구,2622,7656039.15,59553,2022-04-12,26.0,16.5,19.6,76.7
14,서초구,3905,13571158.66,107240,2022-04-12,26.0,16.5,19.6,76.7
15,성동구,4984,14775661.37,122545,2022-04-12,26.0,16.5,19.6,76.7
16,성북구,3163,8328087.3,65872,2022-04-12,26.0,16.5,19.6,76.7
17,송파구,11671,29335092.75,247148,2022-04-12,26.0,16.5,19.6,76.7
18,양천구,5940,13237827.49,114874,2022-04-12,26.0,16.5,19.6,76.7
19,영등포구,9915,27637399.75,230070,2022-04-12,26.0,16.5,19.6,76.7
20,용산구,2376,8088817.59,59994,2022-04-12,26.0,16.5,19.6,76.7
21,은평구,2856,7251614.81,61325,2022-04-12,26.0,16.5,19.6,76.7
22,종로구,4716,10290164.24,95783,2022-04-12,26.0,16.5,19.6,76.7
23,중구,3135,7758989.16,69390,2022-04-12,26.0,16.5,19.6,76.7
24,중랑구,3295,8273373.36,68587,2022-04-12,26.0,16.5,19.6,76.7
