index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,3448,13419840.95,106382,2022-04-29,16.3,10.6,13.7,70.6
1,강동구,4913,11345401.44,107121,2022-04-29,16.3,10.6,13.7,70.6
2,강북구,1686,4250126.76,37677,2022-04-29,16.3,10.6,13.7,70.6
3,강서구,12449,24326719.16,213046,2022-04-29,16.3,10.6,13.7,70.6
4,관악구,3208,9134691.53,76918,2022-04-29,16.3,10.6,13.7,70.6
5,광진구,5902,14823877.43,133037,2022-04-29,16.3,10.6,13.7,70.6
6,구로구,4159,12181509.04,95150,2022-04-29,16.3,10.6,13.7,70.6
7,금천구,1810,5392589.74,42495,2022-04-29,16.3,10.6,13.7,70.6
8,노원구,6905,16781345.76,142588,2022-04-29,16.3,10.6,13.7,70.6
9,도봉구,2247,6341876.99,50185,2022-04-29,16.3,10.6,13.7,70.6
10,동대문구,4277,10698678.29,94773,2022-04-29,16.3,10.6,13.7,70.6
11,동작구,2384,7324429.3,64700,2022-04-29,16.3,10.6,13.7,70.6
12,마포구,6399,20129207.96,174096,2022-04-29,16.3,10.6,13.7,70.6
13,서대문구,2540,7903739.57,64001,2022-04-29,16.3,10.6,13.7,70.6
14,서초구,3670,14029256.22,113439,2022-04-29,16.3,10.6,13.7,70.6
15,성동구,4678,15837772.9,130887,2022-04-29,16.3,10.6,13.7,70.6
16,성북구,3155,8275528.93,68410,2022-04-29,16.3,10.6,13.7,70.6
17,송파구,10903,27831247.86,247167,2022-04-29,16.3,10.6,13.7,70.6
18,양천구,6164,13792388.88,126627,2022-04-29,16.3,10.6,13.7,70.6
19,영등포구,8729,26244693.64,224154,2022-04-29,16.3,10.6,13.7,70.6
20,용산구,2499,9432781.97,76187,2022-04-29,16.3,10.6,13.7,70.6
21,은평구,2853,7275627.29,66573,2022-04-29,16.3,10.6,13.7,70.6
22,종로구,4288,9989562.9,97040,2022-04-29,16.3,10.6,13.7,70.6
23,중구,2824,7613046.77,68509,2022-04-29,16.3,10.6,13.7,70.6
24,중랑구,3217,8030918.28,67715,2022-04-29,16.3,10.6,13.7,70.6
