index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4205,19398285.14,164254,2022-04-17,21.3,7.0,13.6,55.1
1,강동구,5304,15902490.34,153338,2022-04-17,21.3,7.0,13.6,55.1
2,강북구,2025,6722861.41,58878,2022-04-17,21.3,7.0,13.6,55.1
3,강서구,11166,30495926.68,256565,2022-04-17,21.3,7.0,13.6,55.1
4,관악구,4190,16562948.86,129854,2022-04-17,21.3,7.0,13.6,55.1
5,광진구,6594,22127308.33,196498,2022-04-17,21.3,7.0,13.6,55.1
6,구로구,4305,17897433.1,143033,2022-04-17,21.3,7.0,13.6,55.1
7,금천구,1738,8672625.8,66320,2022-04-17,21.3,7.0,13.6,55.1
8,노원구,7126,22887274.69,189597,2022-04-17,21.3,7.0,13.6,55.1
9,도봉구,2658,9881950.83,78303,2022-04-17,21.3,7.0,13.6,55.1
10,동대문구,4407,15024489.11,129562,2022-04-17,21.3,7.0,13.6,55.1
11,동작구,2975,12403980.49,103874,2022-04-17,21.3,7.0,13.6,55.1
12,마포구,8557,35087966.08,332410,2022-04-17,21.3,7.0,13.6,55.1
13,서대문구,3116,12460883.47,100907,2022-04-17,21.3,7.0,13.6,55.1
14,서초구,4672,22716815.91,200636,2022-04-17,21.3,7.0,13.6,55.1
15,성동구,5608,23102392.9,208309,2022-04-17,21.3,7.0,13.6,55.1
16,성북구,3487,12088106.29,100507,2022-04-17,21.3,7.0,13.6,55.1
17,송파구,12965,43581705.54,407038,2022-04-17,21.3,7.0,13.6,55.1
18,양천구,6395,18577711.36,167788,2022-04-17,21.3,7.0,13.6,55.1
19,영등포구,11070,46396253.48,412127,2022-04-17,21.3,7.0,13.6,55.1
20,용산구,3930,17082902.64,149423,2022-04-17,21.3,7.0,13.6,55.1
21,은평구,3478,12521132.89,107469,2022-04-17,21.3,7.0,13.6,55.1
22,종로구,3934,10162321.55,96654,2022-04-17,21.3,7.0,13.6,55.1
23,중구,2456,7238332.95,66981,2022-04-17,21.3,7.0,13.6,55.1
24,중랑구,3550,11861007.73,97763,2022-04-17,21.3,7.0,13.6,55.1
