STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,2029,20.497289305076393,2025-09-19,Friday,False,False
강동구,3241,16.557235421166308,2025-09-19,Friday,False,False
강북구,753,21.362549800796813,2025-09-19,Friday,False,False
강서구,8332,11.834013442150743,2025-09-19,Friday,False,False
관악구,1186,18.79763912310287,2025-09-19,Friday,False,False
광진구,3066,16.66340508806262,2025-09-19,Friday,False,False
구로구,2755,16.965154264972778,2025-09-19,Friday,False,False
금천구,1176,14.239795918367347,2025-09-19,Friday,False,False
노원구,3699,15.801297648012977,2025-09-19,Friday,False,False
도봉구,1378,17.141509433962263,2025-09-19,Friday,False,False
동대문구,2153,18.429633070134695,2025-09-19,Friday,False,False
동작구,984,18.510162601626018,2025-09-19,Friday,False,False
마포구,2488,19.380225080385852,2025-09-19,Friday,False,False
서대문구,1312,18.8140243902439,2025-09-19,Friday,False,False
서초구,1623,17.88909426987061,2025-09-19,Friday,False,False
성동구,2299,19.663766855154414,2025-09-19,Friday,False,False
성북구,1349,19.185322461082283,2025-09-19,Friday,False,False
송파구,5639,16.563575101968436,2025-09-19,Friday,False,False
양천구,3823,15.597698142819775,2025-09-19,Friday,False,False
영등포구,5657,15.683931412409404,2025-09-19,Friday,False,False
용산구,1037,17.485053037608488,2025-09-19,Friday,False,False
은평구,1597,16.403256105197244,2025-09-19,Friday,False,False
종로구,1900,17.90684210526316,2025-09-19,Friday,False,False
중구,1323,19.051398337112623,2025-09-19,Friday,False,False
중랑구,1750,16.291428571428572,2025-09-19,Friday,False,False
