STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,3853,36.73085907085388,2025-04-06,Sunday,False,True
강동구,5190,27.603082851637765,2025-04-06,Sunday,False,True
강북구,1418,27.6015514809591,2025-04-06,Sunday,False,True
강서구,9849,20.64036958066809,2025-04-06,Sunday,False,True
관악구,2404,29.776206322795343,2025-04-06,Sunday,False,True
광진구,5498,27.28392142597308,2025-04-06,Sunday,False,True
구로구,3972,30.03524672708963,2025-04-06,Sunday,False,True
금천구,1465,34.18839590443686,2025-04-06,Sunday,False,True
노원구,6326,24.509800822004426,2025-04-06,Sunday,False,True
도봉구,2089,28.071325993298228,2025-04-06,Sunday,False,True
동대문구,3369,29.11902641733452,2025-04-06,Sunday,False,True
동작구,2239,34.94685127288968,2025-04-06,Sunday,False,True
마포구,6012,37.15602129075183,2025-04-06,Sunday,False,True
서대문구,2225,33.0238202247191,2025-04-06,Sunday,False,True
서초구,3705,38.40377867746289,2025-04-06,Sunday,False,True
성동구,4631,34.54286331245951,2025-04-06,Sunday,False,True
성북구,2108,27.218690702087287,2025-04-06,Sunday,False,True
송파구,11865,30.758533501896334,2025-04-06,Sunday,False,True
양천구,6468,23.427798392084107,2025-04-06,Sunday,False,True
영등포구,9161,31.863115380416986,2025-04-06,Sunday,False,True
용산구,2536,37.86514195583596,2025-04-06,Sunday,False,True
은평구,2615,28.880305927342256,2025-04-06,Sunday,False,True
종로구,1530,28.61437908496732,2025-04-06,Sunday,False,True
중구,1555,26.808360128617363,2025-04-06,Sunday,False,True
중랑구,2799,25.391211146838156,2025-04-06,Sunday,False,True
