STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3186,12687595.15,106028,2023-09-30
강동구,4402,11425931.56,102940,2023-09-30
강북구,2025,6233228.06,51063,2023-09-30
강서구,9699,22168532.67,186758,2023-09-30
관악구,2376,7581046.4,60721,2023-09-30
광진구,4890,15197505.92,127602,2023-09-30
구로구,3533,11663455.93,89321,2023-09-30
금천구,1119,4608345.43,32872,2023-09-30
노원구,7844,22379097.03,180718,2023-09-30
도봉구,3287,11249664.1,83226,2023-09-30
동대문구,3171,9963201.02,81472,2023-09-30
동작구,2277,8782618.44,73851,2023-09-30
마포구,5451,21337752.08,185005,2023-09-30
서대문구,2108,8396548.85,64668,2023-09-30
서초구,3212,14629299.2,120973,2023-09-30
성동구,3731,15219135.96,126318,2023-09-30
성북구,2569,8036094.3,65380,2023-09-30
송파구,9919,29198749.43,258522,2023-09-30
양천구,6553,16634537.46,142655,2023-09-30
영등포구,8151,28992519.41,247410,2023-09-30
용산구,2583,10163724.09,84192,2023-09-30
은평구,3068,9244882.15,76625,2023-09-30
종로구,2977,6780692.84,67254,2023-09-30
중구,1843,4989781.4,46585,2023-09-30
중랑구,3721,10601496.39,85224,2023-09-30
