STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4618,17848716.61,148199,2023-09-10
강동구,6815,17096938.46,160821,2023-09-10
강북구,2473,6906883.76,58340,2023-09-10
강서구,15529,35068084.81,293971,2023-09-10
관악구,4543,14203343.24,112754,2023-09-10
광진구,8377,23926938.83,202142,2023-09-10
구로구,5826,18790768.26,145241,2023-09-10
금천구,2028,7142130.32,53691,2023-09-10
노원구,9087,25703111.8,207723,2023-09-10
도봉구,3416,10647409.61,80916,2023-09-10
동대문구,5264,15610705.73,130753,2023-09-10
동작구,3682,12897661.41,105689,2023-09-10
마포구,8855,32652235.6,289871,2023-09-10
서대문구,3254,12830481.76,97518,2023-09-10
서초구,4934,19758645.94,171406,2023-09-10
성동구,5837,22280796.81,182156,2023-09-10
성북구,3926,11345778.57,90872,2023-09-10
송파구,13466,38366981.6,347467,2023-09-10
양천구,9087,21549561.03,189490,2023-09-10
영등포구,12857,40784144.41,351309,2023-09-10
용산구,4058,16074701.23,129634,2023-09-10
은평구,4067,12381087.5,100630,2023-09-10
종로구,4091,9504019.63,90384,2023-09-10
중구,2740,7237767.73,65685,2023-09-10
중랑구,4702,13231350.13,103740,2023-09-10
