STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,6665,21519121.76,165886,2023-09-12
강동구,8436,17411630.99,163155,2023-09-12
강북구,2912,7068819.8,62874,2023-09-12
강서구,23856,41622787.11,348567,2023-09-12
관악구,4767,12274860.83,99789,2023-09-12
광진구,10199,23121804.11,206173,2023-09-12
구로구,8570,20738809.39,161589,2023-09-12
금천구,3968,9638396.87,69750,2023-09-12
노원구,12181,27297608.39,225820,2023-09-12
도봉구,4016,10318926.67,80654,2023-09-12
동대문구,7314,18052665.63,153041,2023-09-12
동작구,4169,11876057.11,93630,2023-09-12
마포구,9634,28153836.02,236503,2023-09-12
서대문구,3981,11966754.0,88804,2023-09-12
서초구,6184,19331338.4,153825,2023-09-12
성동구,7803,22873690.24,186774,2023-09-12
성북구,5147,12480984.71,95324,2023-09-12
송파구,16253,37287842.02,328908,2023-09-12
양천구,11334,23128320.27,200632,2023-09-12
영등포구,16826,41770802.41,360999,2023-09-12
용산구,3799,12376858.27,95959,2023-09-12
은평구,5039,11410605.53,95385,2023-09-12
종로구,7108,14851209.71,141574,2023-09-12
중구,4944,11759479.28,107514,2023-09-12
중랑구,6052,13753235.22,110229,2023-09-12
