STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5363,21229033.42,174616,2023-09-24
강동구,7250,19107902.63,179405,2023-09-24
강북구,2391,7295293.5200000005,59471,2023-09-24
강서구,16286,37058636.47,317338,2023-09-24
관악구,4311,14183093.04,113646,2023-09-24
광진구,9015,26981301.6,236473,2023-09-24
구로구,6152,20265400.31,160431,2023-09-24
금천구,2045,8088172.94,57972,2023-09-24
노원구,9789,27578753.28,222152,2023-09-24
도봉구,3668,12435674.68,96875,2023-09-24
동대문구,5463,16675024.35,140912,2023-09-24
동작구,4104,15028521.13,134099,2023-09-24
마포구,9475,35120585.64,317439,2023-09-24
서대문구,3400,13366070.38,105993,2023-09-24
서초구,5703,23927088.8,218557,2023-09-24
성동구,6623,26278092.2,224667,2023-09-24
성북구,3965,11818068.08,97133,2023-09-24
송파구,16583,47814974.23,451231,2023-09-24
양천구,9474,22787565.2,206978,2023-09-24
영등포구,14905,50667489.07,457240,2023-09-24
용산구,4865,19519827.59,168770,2023-09-24
은평구,4354,13853258.19,114182,2023-09-24
종로구,4465,10607186.06,97451,2023-09-24
중구,2872,7486534.62,71313,2023-09-24
중랑구,4861,13949465.82,110552,2023-09-24
