STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,5900,31.356101694915253,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
강동구,8136,23.916420845624387,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
강북구,2792,25.38574498567335,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
강서구,19160,18.516440501043842,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
관악구,4774,25.527859237536656,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
광진구,9732,26.754212905877516,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
구로구,6881,24.806423484958582,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
금천구,2352,25.727040816326532,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
노원구,11470,21.886486486486486,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
도봉구,4093,23.828487661861715,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
동대문구,6189,24.989012764582323,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
동작구,4224,30.05184659090909,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
마포구,10639,33.234232540652314,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
서대문구,3595,29.87037552155772,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
서초구,6031,33.92439064831703,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
성동구,7474,32.69146374096869,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
성북구,4465,23.376035834266517,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
송파구,17835,26.083375385477993,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
양천구,10914,21.09409932197178,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
영등포구,15808,28.818193319838056,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
용산구,5054,33.13494261970716,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
은평구,4933,24.381714980741943,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
종로구,5178,21.64059482425647,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
중구,3320,25.422590361445785,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
중랑구,5510,21.335208711433758,2023-09-23,Saturday,False,True,27.0,16.6,21.7,64.5,0.0
