STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,4915,36.32024415055951,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
강동구,7009,23.55628477671565,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
강북구,2278,24.895961369622476,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
강서구,17295,21.803469210754553,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
관악구,4194,26.826657129232238,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
광진구,7764,27.77910870685214,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
구로구,5922,28.609084768659237,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
금천구,2138,28.29934518241347,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
노원구,9291,22.644817565385857,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
도봉구,3413,23.7568121886903,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
동대문구,5070,25.46706114398422,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
동작구,4253,34.40136374324007,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
마포구,11047,37.15977188376935,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
서대문구,3323,33.3560036111947,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
서초구,5757,41.16119506687511,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
성동구,6257,38.06520696819562,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
성북구,3747,24.619161996263678,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
송파구,16165,27.86241880606248,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
양천구,9568,24.19774247491639,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
영등포구,14373,33.60683225492242,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
용산구,5969,37.23085944044229,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
은평구,4710,26.80063694267516,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
종로구,4851,24.609565038136466,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
중구,2938,27.519400953029272,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
중랑구,4493,22.09904295570888,2022-10-08,Saturday,False,True,21.5,11.1,15.5,64.6,0.0
