STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,1516,20.33839050131926,2025-02-05,Wednesday,False,False
강동구,2123,16.724917569477157,2025-02-05,Wednesday,False,False
강북구,671,19.71833084947839,2025-02-05,Wednesday,False,False
강서구,7716,11.756609642301711,2025-02-05,Wednesday,False,False
관악구,879,17.142207053469853,2025-02-05,Wednesday,False,False
광진구,2343,15.477592829705506,2025-02-05,Wednesday,False,False
구로구,2262,14.6631299734748,2025-02-05,Wednesday,False,False
금천구,1147,12.803836094158674,2025-02-05,Wednesday,False,False
노원구,2858,16.518544436669,2025-02-05,Wednesday,False,False
도봉구,870,16.682758620689654,2025-02-05,Wednesday,False,False
동대문구,1604,18.468827930174562,2025-02-05,Wednesday,False,False
동작구,744,16.403225806451612,2025-02-05,Wednesday,False,False
마포구,2079,17.88744588744589,2025-02-05,Wednesday,False,False
서대문구,827,17.755743651753324,2025-02-05,Wednesday,False,False
서초구,1301,16.072252113758648,2025-02-05,Wednesday,False,False
성동구,1960,17.89081632653061,2025-02-05,Wednesday,False,False
성북구,950,16.821052631578947,2025-02-05,Wednesday,False,False
송파구,4366,16.9617498854787,2025-02-05,Wednesday,False,False
양천구,3299,15.61018490451652,2025-02-05,Wednesday,False,False
영등포구,4986,15.4191736863217,2025-02-05,Wednesday,False,False
용산구,747,16.859437751004016,2025-02-05,Wednesday,False,False
은평구,1000,16.181,2025-02-05,Wednesday,False,False
종로구,1935,18.746770025839794,2025-02-05,Wednesday,False,False
중구,1351,20.068097705403407,2025-02-05,Wednesday,False,False
중랑구,1303,15.161166538756715,2025-02-05,Wednesday,False,False
