STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5213,15947169.6,134638,2023-08-24
강동구,6093,11787756.08,112185,2023-08-24
강북구,2076,4957203.93,46806,2023-08-24
강서구,17541,29144663.71,255501,2023-08-24
관악구,3283,8166183.61,67275,2023-08-24
광진구,6439,14163292.38,125531,2023-08-24
구로구,5951,12675364.62,106673,2023-08-24
금천구,2917,6229235.07,50552,2023-08-24
노원구,8574,18330045.34,163248,2023-08-24
도봉구,3123,7807034.71,64147,2023-08-24
동대문구,5604,12948683.39,115991,2023-08-24
동작구,2914,7665767.68,64320,2023-08-24
마포구,7271,19572761.29,172969,2023-08-24
서대문구,2880,8240281.22,63828,2023-08-24
서초구,4584,12818565.65,107685,2023-08-24
성동구,5801,16661921.88,138432,2023-08-24
성북구,3478,8027747.28,68699,2023-08-24
송파구,13289,28854352.58,268994,2023-08-24
양천구,8261,15490122.93,146789,2023-08-24
영등포구,12441,28667271.32,261918,2023-08-24
용산구,2813,8518148.41,65917,2023-08-24
은평구,3719,8247047.66,69816,2023-08-24
종로구,6013,12491113.03,122982,2023-08-24
중구,4199,9869735.22,94435,2023-08-24
중랑구,4272,9473199.61,78832,2023-08-24
