STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3460,7863122.76,70345,2023-08-22
강동구,5592,10226134.71,94808,2023-08-22
강북구,1208,2508774.28,22728,2023-08-22
강서구,13958,20286949.21,177317,2023-08-22
관악구,2388,4602063.12,41925,2023-08-22
광진구,4595,8295740.87,73187,2023-08-22
구로구,4393,8522636.05,72517,2023-08-22
금천구,2101,3800559.14,29218,2023-08-22
노원구,4989,9096896.56,81651,2023-08-22
도봉구,1648,3454743.74,27931,2023-08-22
동대문구,3579,7061867.86,60213,2023-08-22
동작구,1836,4084303.69,33634,2023-08-22
마포구,4343,9369286.36,87764,2023-08-22
서대문구,1798,4080381.36,32380,2023-08-22
서초구,2838,6163105.71,53619,2023-08-22
성동구,3682,7857500.26,70831,2023-08-22
성북구,2115,4408040.16,36210,2023-08-22
송파구,10393,20156125.92,181940,2023-08-22
양천구,6016,10281210.88,93235,2023-08-22
영등포구,8392,14287598.18,137747,2023-08-22
용산구,1541,3574758.42,30056,2023-08-22
은평구,2399,4617684.32,39640,2023-08-22
종로구,3284,5499424.52,60710,2023-08-22
중구,2455,4360185.11,45554,2023-08-22
중랑구,2676,4998951.01,40381,2023-08-22
