STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1576,4428732.11,39812,2023-08-11
강동구,2597,4923893.63,50418,2023-08-11
강북구,634,1455015.22,13761,2023-08-11
강서구,5666,8584841.14,82546,2023-08-11
관악구,957,2077154.24,20988,2023-08-11
광진구,2777,5507330.16,53798,2023-08-11
구로구,1676,3170536.48,30038,2023-08-11
금천구,773,1521006.19,13604,2023-08-11
노원구,2977,6244832.14,56833,2023-08-11
도봉구,920,2114358.8,18990,2023-08-11
동대문구,1844,4028195.85,39563,2023-08-11
동작구,759,1745810.79,15197,2023-08-11
마포구,2105,5034725.01,48624,2023-08-11
서대문구,791,2087220.95,18275,2023-08-11
서초구,1457,3801347.7,32767,2023-08-11
성동구,1861,4697718.14,42286,2023-08-11
성북구,1081,2323091.07,21910,2023-08-11
송파구,5342,10899363.17,110674,2023-08-11
양천구,2574,4226826.13,42779,2023-08-11
영등포구,2898,5831238.53,58173,2023-08-11
용산구,757,2013481.08,16759,2023-08-11
은평구,1059,1968591.45,20485,2023-08-11
종로구,1387,2930102.95,29691,2023-08-11
중구,1044,2549533.26,23571,2023-08-11
중랑구,1716,3395472.92,30135,2023-08-11
