STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4969,17129773.28,145186,2023-08-26
강동구,6680,15405048.74,149215,2023-08-26
강북구,2210,6165633.02,53741,2023-08-26
강서구,16239,32515674.7,279609,2023-08-26
관악구,4179,12324934.66,100518,2023-08-26
광진구,7773,20807846.14,187194,2023-08-26
구로구,5725,16063256.34,132117,2023-08-26
금천구,1956,5397967.92,45084,2023-08-26
노원구,9188,23009112.97,195045,2023-08-26
도봉구,3626,10105981.93,82281,2023-08-26
동대문구,5168,14210920.99,119687,2023-08-26
동작구,3271,11032519.65,90762,2023-08-26
마포구,8160,28345765.02,250783,2023-08-26
서대문구,3047,10763272.62,82736,2023-08-26
서초구,4642,15945477.36,138675,2023-08-26
성동구,5247,18712869.38,162260,2023-08-26
성북구,3639,10201904.33,85442,2023-08-26
송파구,13361,34140564.28,324800,2023-08-26
양천구,9231,19669375.6,184532,2023-08-26
영등포구,11625,35147309.75,318320,2023-08-26
용산구,3381,12302668.96,102263,2023-08-26
은평구,4291,11956095.61,99105,2023-08-26
종로구,4487,10145515.67,100143,2023-08-26
중구,2876,6977083.65,67480,2023-08-26
중랑구,4453,10931562.11,89489,2023-08-26
