index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,708,1488078.77,15247,2022-12-24,-2.2,-13.3,-11.4,54.5
1,강동구,1290,1927322.06,24028,2022-12-24,-2.2,-13.3,-11.4,54.5
2,강북구,403,761454.25,7111,2022-12-24,-2.2,-13.3,-11.4,54.5
3,강서구,3632,5038598.32,50500,2022-12-24,-2.2,-13.3,-11.4,54.5
4,관악구,886,1620426.23,17062,2022-12-24,-2.2,-13.3,-11.4,54.5
5,광진구,1347,2289401.42,24431,2022-12-24,-2.2,-13.3,-11.4,54.5
6,구로구,1143,2339757.41,21408,2022-12-24,-2.2,-13.3,-11.4,54.5
7,금천구,434,780365.4,8405,2022-12-24,-2.2,-13.3,-11.4,54.5
8,노원구,1744,3134688.8,32583,2022-12-24,-2.2,-13.3,-11.4,54.5
9,도봉구,560,962958.68,9926,2022-12-24,-2.2,-13.3,-11.4,54.5
10,동대문구,1053,2006143.4,21102,2022-12-24,-2.2,-13.3,-11.4,54.5
11,동작구,581,1050636.48,10690,2022-12-24,-2.2,-13.3,-11.4,54.5
12,마포구,1420,2904493.17,30054,2022-12-24,-2.2,-13.3,-11.4,54.5
13,서대문구,592,1227473.42,11207,2022-12-24,-2.2,-13.3,-11.4,54.5
14,서초구,772,1554723.82,16300,2022-12-24,-2.2,-13.3,-11.4,54.5
15,성동구,956,1845007.31,19326,2022-12-24,-2.2,-13.3,-11.4,54.5
16,성북구,655,1209342.77,12910,2022-12-24,-2.2,-13.3,-11.4,54.5
17,송파구,2334,3982938.65,42929,2022-12-24,-2.2,-13.3,-11.4,54.5
18,양천구,2133,3458488.85,35877,2022-12-24,-2.2,-13.3,-11.4,54.5
19,영등포구,2241,3763293.53,40160,2022-12-24,-2.2,-13.3,-11.4,54.5
20,용산구,478,1032997.13,9471,2022-12-24,-2.2,-13.3,-11.4,54.5
21,은평구,867,1591326.15,15631,2022-12-24,-2.2,-13.3,-11.4,54.5
22,종로구,925,1579725.21,17539,2022-12-24,-2.2,-13.3,-11.4,54.5
23,중구,592,1134899.33,12206,2022-12-24,-2.2,-13.3,-11.4,54.5
24,중랑구,866,1410307.1199999999,14169,2022-12-24,-2.2,-13.3,-11.4,54.5
