index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2128,5261999.24,47896,2022-12-06,5.1,-3.6,-1.9,61.9
1,강동구,3577,6002289.55,61047,2022-12-06,5.1,-3.6,-1.9,61.9
2,강북구,1064,2181230.35,20760,2022-12-06,5.1,-3.6,-1.9,61.9
3,강서구,10930,15938930.88,140836,2022-12-06,5.1,-3.6,-1.9,61.9
4,관악구,1859,3714970.87,33416,2022-12-06,5.1,-3.6,-1.9,61.9
5,광진구,3636,6288318.34,61895,2022-12-06,5.1,-3.6,-1.9,61.9
6,구로구,3020,6399145.09,55287,2022-12-06,5.1,-3.6,-1.9,61.9
7,금천구,1367,2857451.85,22783,2022-12-06,5.1,-3.6,-1.9,61.9
8,노원구,4796,9204532.4,82668,2022-12-06,5.1,-3.6,-1.9,61.9
9,도봉구,1622,3269788.5,29945,2022-12-06,5.1,-3.6,-1.9,61.9
10,동대문구,3034,6124614.07,56994,2022-12-06,5.1,-3.6,-1.9,61.9
11,동작구,1526,3289638.57,28130,2022-12-06,5.1,-3.6,-1.9,61.9
12,마포구,3844,7768876.38,72653,2022-12-06,5.1,-3.6,-1.9,61.9
13,서대문구,1573,3711410.54,29639,2022-12-06,5.1,-3.6,-1.9,61.9
14,서초구,2160,5094097.59,43096,2022-12-06,5.1,-3.6,-1.9,61.9
15,성동구,2981,6351580.28,57944,2022-12-06,5.1,-3.6,-1.9,61.9
16,성북구,1978,4011804.41,36501,2022-12-06,5.1,-3.6,-1.9,61.9
17,송파구,7144,13082200.61,129458,2022-12-06,5.1,-3.6,-1.9,61.9
18,양천구,5014,8552100.24,82026,2022-12-06,5.1,-3.6,-1.9,61.9
19,영등포구,6550,12538374.2,116331,2022-12-06,5.1,-3.6,-1.9,61.9
20,용산구,1331,3005590.28,25303,2022-12-06,5.1,-3.6,-1.9,61.9
21,은평구,2014,3748620.5,33355,2022-12-06,5.1,-3.6,-1.9,61.9
22,종로구,3234,5932966.16,61545,2022-12-06,5.1,-3.6,-1.9,61.9
23,중구,2131,4402133.09,43412,2022-12-06,5.1,-3.6,-1.9,61.9
24,중랑구,2317,4149505.27,39057,2022-12-06,5.1,-3.6,-1.9,61.9
