index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5317,19796473.1,152267,2022-05-31,26.8,14.2,20.4,44.9
1,강동구,8042,17729436.3,163395,2022-05-31,26.8,14.2,20.4,44.9
2,강북구,2677,6975749.46,59894,2022-05-31,26.8,14.2,20.4,44.9
3,강서구,20708,41039630.66,343876,2022-05-31,26.8,14.2,20.4,44.9
4,관악구,4812,14851826.9,118249,2022-05-31,26.8,14.2,20.4,44.9
5,광진구,8737,22490116.2,188839,2022-05-31,26.8,14.2,20.4,44.9
6,구로구,7197,20958748.2,162859,2022-05-31,26.8,14.2,20.4,44.9
7,금천구,3235,9553719.73,68077,2022-05-31,26.8,14.2,20.4,44.9
8,노원구,10716,26063313.09,215516,2022-05-31,26.8,14.2,20.4,44.9
9,도봉구,3724,10094383.8,81578,2022-05-31,26.8,14.2,20.4,44.9
10,동대문구,6766,18006913.51,150449,2022-05-31,26.8,14.2,20.4,44.9
11,동작구,3811,12323879.88,95961,2022-05-31,26.8,14.2,20.4,44.9
12,마포구,9882,30774923.36,262267,2022-05-31,26.8,14.2,20.4,44.9
13,서대문구,3919,12353053.81,95156,2022-05-31,26.8,14.2,20.4,44.9
14,서초구,5614,19981543.34,158005,2022-05-31,26.8,14.2,20.4,44.9
15,성동구,6945,23124098.33,182700,2022-05-31,26.8,14.2,20.4,44.9
16,성북구,4760,13277055.49,106841,2022-05-31,26.8,14.2,20.4,44.9
17,송파구,17297,44002231.22,377646,2022-05-31,26.8,14.2,20.4,44.9
18,양천구,10076,22490924.95,193932,2022-05-31,26.8,14.2,20.4,44.9
19,영등포구,14674,42912010.5,359799,2022-05-31,26.8,14.2,20.4,44.9
20,용산구,3724,13491233.2,104978,2022-05-31,26.8,14.2,20.4,44.9
21,은평구,4792,12411416.48,103948,2022-05-31,26.8,14.2,20.4,44.9
22,종로구,6535,15271554.23,142065,2022-05-31,26.8,14.2,20.4,44.9
23,중구,4359,11333723.66,101936,2022-05-31,26.8,14.2,20.4,44.9
24,중랑구,5184,12968862.52,109608,2022-05-31,26.8,14.2,20.4,44.9
