index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4429,19460826.37,162190,2022-05-22,25.6,15.8,20.0,70.8
1,강동구,6404,17596046.34,165039,2022-05-22,25.6,15.8,20.0,70.8
2,강북구,2495,7833899.38,70513,2022-05-22,25.6,15.8,20.0,70.8
3,강서구,14165,36215418.2,307713,2022-05-22,25.6,15.8,20.0,70.8
4,관악구,4684,17108758.5,135053,2022-05-22,25.6,15.8,20.0,70.8
5,광진구,7983,26022206.15,223769,2022-05-22,25.6,15.8,20.0,70.8
6,구로구,5091,19226681.59,147425,2022-05-22,25.6,15.8,20.0,70.8
7,금천구,1896,8497544.97,66079,2022-05-22,25.6,15.8,20.0,70.8
8,노원구,8666,26720946.21,222070,2022-05-22,25.6,15.8,20.0,70.8
9,도봉구,3171,10720392.42,82512,2022-05-22,25.6,15.8,20.0,70.8
10,동대문구,5293,17976741.49,148381,2022-05-22,25.6,15.8,20.0,70.8
11,동작구,3536,14292387.66,117867,2022-05-22,25.6,15.8,20.0,70.8
12,마포구,9277,36295683.25,329776,2022-05-22,25.6,15.8,20.0,70.8
13,서대문구,3397,12709557.76,103851,2022-05-22,25.6,15.8,20.0,70.8
14,서초구,4955,22824186.24,196001,2022-05-22,25.6,15.8,20.0,70.8
15,성동구,5837,23984449.45,205290,2022-05-22,25.6,15.8,20.0,70.8
16,성북구,3783,12541875.68,97981,2022-05-22,25.6,15.8,20.0,70.8
17,송파구,14573,45857126.69,419354,2022-05-22,25.6,15.8,20.0,70.8
18,양천구,7827,20938889.22,189416,2022-05-22,25.6,15.8,20.0,70.8
19,영등포구,11935,45691193.89,399207,2022-05-22,25.6,15.8,20.0,70.8
20,용산구,4184,17747041.3,145133,2022-05-22,25.6,15.8,20.0,70.8
21,은평구,4030,13417203.46,112594,2022-05-22,25.6,15.8,20.0,70.8
22,종로구,4168,10868821.75,104371,2022-05-22,25.6,15.8,20.0,70.8
23,중구,2686,7955866.88,70680,2022-05-22,25.6,15.8,20.0,70.8
24,중랑구,4731,14795834.95,123409,2022-05-22,25.6,15.8,20.0,70.8
