target,model,MAE,R2,MAE_improvement
use_count,District Mean Baseline,1331.2253174118553,0.6813322169377591,0.0
avg_use_time,District Mean Baseline,2.333284436125621,0.370983881511153,0.0
use_count,Decision Tree,1010.1224748938653,0.7952617684472609,24.12084853841816
use_count,Random Forest,628.4834489629059,0.9189974419172701,52.78910033165592
use_count,HistGradientBoosting,642.1735723199193,0.9183761988028045,51.760715190692
avg_use_time,Decision Tree,1.5138854314629437,0.7153575899239193,35.117836127312245
avg_use_time,Random Forest,1.2374606784220399,0.7944179463239777,46.96485952322117
avg_use_time,HistGradientBoosting,1.1652502538957563,0.8192939322184687,50.05965685732535
