STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,5030,24.06679920477137,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
강동구,6481,18.06989662089184,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
강북구,2211,20.33830845771144,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
강서구,17847,13.89488429427915,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
관악구,3587,19.129077223306385,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
광진구,7234,18.16754216201272,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
구로구,6195,17.838740920096853,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
금천구,2915,17.280617495711834,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
노원구,9593,17.940685916814346,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
도봉구,3341,19.665668961388807,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
동대문구,5626,19.71791681478848,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
동작구,3021,20.81264481959616,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
마포구,7332,22.98567921440262,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
서대문구,3064,20.97878590078329,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
서초구,4391,23.9533135959918,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
성동구,6264,22.126436781609197,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
성북구,3744,18.654113247863247,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
송파구,13834,19.12454821454388,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
양천구,8389,16.985933961139587,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
영등포구,12121,19.89720320105602,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
용산구,2941,22.630397823869433,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
은평구,3846,18.61544461778471,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
종로구,5831,19.647058823529413,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
중구,4240,20.515094339622642,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
중랑구,4484,18.334745762711865,2023-04-26,Wednesday,False,False,13.0,7.9,9.5,70.4,0.0
