STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,5754,27.286409454292667,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
강동구,7632,19.787604821802937,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
강북구,2582,21.424864446165763,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
강서구,19715,15.524473750951053,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
관악구,4152,22.856454720616572,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
광진구,8528,21.498827392120074,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
구로구,6892,20.071242019733024,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
금천구,3168,20.5,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
노원구,10795,18.88911533117184,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
도봉구,3740,20.50855614973262,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
동대문구,6315,21.611718131433097,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
동작구,3607,24.75214859994455,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
마포구,8839,26.539314402081683,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
서대문구,3672,22.198257080610023,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
서초구,5733,28.12349555206698,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
성동구,7396,26.418063818280153,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
성북구,4354,20.379650895728066,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
송파구,16701,21.33369259325789,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
양천구,9756,18.667691676916768,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
영등포구,14100,23.951702127659573,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
용산구,3906,26.742191500256016,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
은평구,4408,20.41333938294011,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
종로구,6460,21.479876160990713,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
중구,4578,23.06356487549148,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
중랑구,5167,18.88349138765241,2023-04-21,Friday,False,False,22.5,11.8,16.7,54.5,0.0
