STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,4697,24.938897168405365,2025-05-23,Friday,False,False
강동구,6842,19.316574101140016,2025-05-23,Friday,False,False
강북구,1667,21.611277744451108,2025-05-23,Friday,False,False
강서구,17105,14.970476468868751,2025-05-23,Friday,False,False
관악구,2586,21.914539829853055,2025-05-23,Friday,False,False
광진구,6628,19.959867229933614,2025-05-23,Friday,False,False
구로구,5561,18.66858478690883,2025-05-23,Friday,False,False
금천구,2418,18.299421009098428,2025-05-23,Friday,False,False
노원구,8256,18.627543604651162,2025-05-23,Friday,False,False
도봉구,2818,19.872604684173172,2025-05-23,Friday,False,False
동대문구,4651,21.82605891206192,2025-05-23,Friday,False,False
동작구,2152,25.46328996282528,2025-05-23,Friday,False,False
마포구,6259,24.185492890238056,2025-05-23,Friday,False,False
서대문구,2616,20.876146788990827,2025-05-23,Friday,False,False
서초구,4114,24.280505590666017,2025-05-23,Friday,False,False
성동구,5568,24.541846264367816,2025-05-23,Friday,False,False
성북구,2693,20.670256219829188,2025-05-23,Friday,False,False
송파구,13501,19.95963261980594,2025-05-23,Friday,False,False
양천구,8078,17.551497895518693,2025-05-23,Friday,False,False
영등포구,11964,21.21773654296222,2025-05-23,Friday,False,False
용산구,2624,25.352896341463413,2025-05-23,Friday,False,False
은평구,3074,18.877683799609628,2025-05-23,Friday,False,False
종로구,4495,21.43448275862069,2025-05-23,Friday,False,False
중구,3438,22.474694589877835,2025-05-23,Friday,False,False
중랑구,3625,19.359724137931035,2025-05-23,Friday,False,False
