STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,3036,29.95619235836627,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
강동구,4762,21.950230995380092,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
강북구,1341,23.356450410141687,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
강서구,12519,18.307053279015896,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
관악구,3012,25.458499335989377,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
광진구,5036,22.96902303415409,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
구로구,4287,23.841380919057617,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
금천구,1721,24.391051714119698,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
노원구,6184,21.673027166882278,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
도봉구,2356,23.20076400679117,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
동대문구,3219,23.208449829139486,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
동작구,2196,26.969945355191257,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
마포구,5567,30.30573019579666,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
서대문구,2077,28.077997111218103,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
서초구,2803,30.370674277559758,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
성동구,3336,28.45863309352518,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
성북구,2182,23.08249312557287,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
송파구,9684,24.054109871953738,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
양천구,6980,19.73194842406877,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
영등포구,8232,26.52405247813411,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
용산구,2020,30.2980198019802,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
은평구,3163,22.55864685425229,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
종로구,2306,22.883781439722462,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
중구,1659,24.08981314044605,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
중랑구,3104,20.0895618556701,2023-08-12,Saturday,False,True,24.1,22.6,23.4,89.8,0.423
