STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,2667,19.96662917135358,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
강동구,3538,17.369983041266252,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
강북구,1282,19.567862714508582,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
강서구,18113,13.514161099762601,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
관악구,2364,18.952199661590523,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
광진구,4153,15.903443294004335,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
구로구,4517,16.119991144564978,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
금천구,2122,15.53722902921772,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
노원구,5384,17.455237741456166,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
도봉구,2118,19.902738432483474,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
동대문구,2921,18.549469359808285,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
동작구,1962,18.970438328236494,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
마포구,5125,20.641560975609757,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
서대문구,2197,20.07510241238052,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
서초구,2429,19.538904899135446,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
성동구,3070,19.930618892508143,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
성북구,1932,18.000517598343684,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
송파구,6753,17.934251443802754,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
양천구,7112,16.23368953880765,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
영등포구,8774,18.4020971050832,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
용산구,1681,19.951219512195124,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
은평구,3302,17.93670502725621,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
종로구,2932,19.325716234652116,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
중구,2133,20.587435536802627,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
중랑구,2153,16.569902461681377,2023-08-30,Wednesday,False,False,24.6,22.0,22.9,88.5,3.881
