index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4914,16267102.46,130982,2022-10-28,20.1,8.5,13.5,70.5
1,강동구,7458,15316701.56,142860,2022-10-28,20.1,8.5,13.5,70.5
2,강북구,2199,5163677.25,46684,2022-10-28,20.1,8.5,13.5,70.5
3,강서구,20172,34604801.78,301641,2022-10-28,20.1,8.5,13.5,70.5
4,관악구,3987,10081947.94,84325,2022-10-28,20.1,8.5,13.5,70.5
5,광진구,7573,17371764.38,153416,2022-10-28,20.1,8.5,13.5,70.5
6,구로구,6850,17351653.86,139857,2022-10-28,20.1,8.5,13.5,70.5
7,금천구,3185,7720592.0,56935,2022-10-28,20.1,8.5,13.5,70.5
8,노원구,9621,21142390.14,183481,2022-10-28,20.1,8.5,13.5,70.5
9,도봉구,3265,7815052.03,67566,2022-10-28,20.1,8.5,13.5,70.5
10,동대문구,5533,13265122.66,118153,2022-10-28,20.1,8.5,13.5,70.5
11,동작구,3321,9526704.97,75213,2022-10-28,20.1,8.5,13.5,70.5
12,마포구,8332,22066388.97,201643,2022-10-28,20.1,8.5,13.5,70.5
13,서대문구,3049,8597219.36,70526,2022-10-28,20.1,8.5,13.5,70.5
14,서초구,4885,14753934.47,122894,2022-10-28,20.1,8.5,13.5,70.5
15,성동구,6406,18590503.84,158322,2022-10-28,20.1,8.5,13.5,70.5
16,성북구,3774,9199112.89,77146,2022-10-28,20.1,8.5,13.5,70.5
17,송파구,15967,36368063.75,338879,2022-10-28,20.1,8.5,13.5,70.5
18,양천구,10374,20568876.22,189481,2022-10-28,20.1,8.5,13.5,70.5
19,영등포구,14087,34646594.78,305122,2022-10-28,20.1,8.5,13.5,70.5
20,용산구,3428,10617952.61,88095,2022-10-28,20.1,8.5,13.5,70.5
21,은평구,4075,9036082.77,78669,2022-10-28,20.1,8.5,13.5,70.5
22,종로구,5933,12605170.21,128105,2022-10-28,20.1,8.5,13.5,70.5
23,중구,4005,9270549.09,90078,2022-10-28,20.1,8.5,13.5,70.5
24,중랑구,4611,10430083.98,86151,2022-10-28,20.1,8.5,13.5,70.5
