index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4680,15065103.07,119837,2022-10-11,16.1,7.4,10.6,67.9
1,강동구,6822,13350479.85,131143,2022-10-11,16.1,7.4,10.6,67.9
2,강북구,2084,5092782.96,45308,2022-10-11,16.1,7.4,10.6,67.9
3,강서구,19204,32766441.3,275043,2022-10-11,16.1,7.4,10.6,67.9
4,관악구,3803,9630210.36,80834,2022-10-11,16.1,7.4,10.6,67.9
5,광진구,7253,15869525.64,140357,2022-10-11,16.1,7.4,10.6,67.9
6,구로구,6461,15769149.18,127319,2022-10-11,16.1,7.4,10.6,67.9
7,금천구,3145,7754577.32,57122,2022-10-11,16.1,7.4,10.6,67.9
8,노원구,9143,20025715.84,170254,2022-10-11,16.1,7.4,10.6,67.9
9,도봉구,3163,7592458.59,63798,2022-10-11,16.1,7.4,10.6,67.9
10,동대문구,5403,12854866.73,112333,2022-10-11,16.1,7.4,10.6,67.9
11,동작구,3264,8612603.96,71568,2022-10-11,16.1,7.4,10.6,67.9
12,마포구,7677,20292860.39,176056,2022-10-11,16.1,7.4,10.6,67.9
13,서대문구,3302,9123764.6,70384,2022-10-11,16.1,7.4,10.6,67.9
14,서초구,4688,13680407.39,112859,2022-10-11,16.1,7.4,10.6,67.9
15,성동구,6237,17483886.76,145855,2022-10-11,16.1,7.4,10.6,67.9
16,성북구,3704,9100697.53,76318,2022-10-11,16.1,7.4,10.6,67.9
17,송파구,14227,31579247.36,294045,2022-10-11,16.1,7.4,10.6,67.9
18,양천구,9126,17905625.13,162978,2022-10-11,16.1,7.4,10.6,67.9
19,영등포구,12796,30993647.6,263790,2022-10-11,16.1,7.4,10.6,67.9
20,용산구,2986,9028510.01,72042,2022-10-11,16.1,7.4,10.6,67.9
21,은평구,4027,8971055.54,76659,2022-10-11,16.1,7.4,10.6,67.9
22,종로구,5934,12182360.27,125317,2022-10-11,16.1,7.4,10.6,67.9
23,중구,3959,9413353.35,87003,2022-10-11,16.1,7.4,10.6,67.9
24,중랑구,4428,9613712.95,82052,2022-10-11,16.1,7.4,10.6,67.9
