STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,2058,21.95724003887269,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
강동구,2911,18.300927516317415,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
강북구,977,19.607983623336747,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
강서구,8978,13.52294497660949,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
관악구,1628,17.10012285012285,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
광진구,2900,16.39551724137931,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
구로구,2805,17.406060606060606,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
금천구,1383,15.629790310918294,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
노원구,3836,17.979666319082376,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
도봉구,1226,19.12969004893964,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
동대문구,2354,19.420135938827528,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
동작구,1232,18.171266233766232,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
마포구,3149,20.321054302953318,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
서대문구,1389,18.74154067674586,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
서초구,2023,20.19822046465645,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
성동구,2793,18.90404582885786,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
성북구,1389,19.165586753059756,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
송파구,6254,18.10025583626479,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
양천구,4294,15.762692128551468,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
영등포구,5704,17.853962131837307,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
용산구,1103,20.234814143245693,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
은평구,1712,17.30841121495327,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
종로구,2682,19.936987322893362,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
중구,1825,20.853698630136986,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
중랑구,1754,16.86944127708096,2023-01-19,Thursday,False,False,4.6,-5.7,-2.9,63.6,0.0
