STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,4211,32.10567561149371,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
강동구,6772,21.968694624926165,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
강북구,2330,24.175965665236053,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
강서구,15958,18.456698834440406,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
관악구,4415,25.834881087202717,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
광진구,7215,23.722106722106723,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
구로구,5375,25.411162790697674,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
금천구,1867,27.953936797000537,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
노원구,9176,21.783347863993026,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
도봉구,3193,23.633260256811777,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
동대문구,4979,23.4117292629042,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
동작구,3374,28.80290456431535,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
마포구,8384,30.72674141221374,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
서대문구,3248,27.14378078817734,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
서초구,4212,32.595204178537514,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
성동구,5251,30.307750904589604,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
성북구,3797,24.36739531208849,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
송파구,13974,24.208959496207243,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
양천구,8806,20.85907335907336,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
영등포구,10939,27.345735441996528,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
용산구,3535,31.398585572843,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
은평구,4006,23.777583624563157,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
종로구,4492,22.067898486197684,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
중구,2814,25.21002132196162,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
중랑구,4436,22.482867448151488,2022-06-25,Saturday,False,True,30.4,21.5,27.4,80.0,0.0
