STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,4582,33.39655172413793,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
강동구,7357,23.70313986679353,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
강북구,2655,24.905838041431263,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
강서구,16665,19.653645364536455,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
관악구,4664,25.78666380789022,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
광진구,8119,24.82608695652174,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
구로구,5585,25.498478066248882,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
금천구,1799,26.869371873262924,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
노원구,9648,22.51233416252073,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
도봉구,3556,25.177727784026995,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
동대문구,5389,24.488402300983484,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
동작구,3660,29.212021857923496,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
마포구,8917,31.66816193787148,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
서대문구,3514,28.60017074558907,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
서초구,4964,35.52256244963739,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
성동구,6063,31.960580570674583,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
성북구,4365,24.695761741122567,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
송파구,15581,25.461138566202425,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
양천구,9429,22.166719694559337,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
영등포구,12334,29.432544186800712,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
용산구,4002,32.39605197401299,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
은평구,4358,26.06264341441028,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
종로구,4981,23.6605099377635,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
중구,3075,26.722276422764228,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
중랑구,4845,22.43859649122807,2022-06-11,Saturday,False,True,32.0,17.8,24.5,60.3,0.01
