STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4551,9439851.22,98617,2023-11-07
강동구,5952,8883158.17,108088,2023-11-07
강북구,1873,3186532.56,37794,2023-11-07
강서구,17707,23331245.49,234202,2023-11-07
관악구,3045,5126162.88,59073,2023-11-07
광진구,6692,10034672.47,115113,2023-11-07
구로구,5812,10097712.74,96665,2023-11-07
금천구,2850,5146898.6,47802,2023-11-07
노원구,8082,12806446.59,140174,2023-11-07
도봉구,2819,4988258.13,52155,2023-11-07
동대문구,4883,8604038.84,93464,2023-11-07
동작구,2564,5153535.51,52504,2023-11-07
마포구,6045,11242269.86,124082,2023-11-07
서대문구,2587,4967614.64,51605,2023-11-07
서초구,4217,8477691.47,88504,2023-11-07
성동구,5442,10461026.27,112698,2023-11-07
성북구,3395,5806275.06,59585,2023-11-07
송파구,11617,19079061.29,221000,2023-11-07
양천구,8061,12076509.33,131900,2023-11-07
영등포구,11671,19045309.02,216786,2023-11-07
용산구,2371,4925001.87,50854,2023-11-07
은평구,3292,5186563.37,56289,2023-11-07
종로구,5169,8136053.83,94948,2023-11-07
중구,3760,6515809.0,78477,2023-11-07
중랑구,3920,6661123.77,67288,2023-11-07
