STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2020,5331499.62,46811,2023-11-26
강동구,3155,5895736.91,55810,2023-11-26
강북구,1186,2585691.52,23222,2023-11-26
강서구,7685,12474429.05,111557,2023-11-26
관악구,2009,4509503.42,40322,2023-11-26
광진구,3616,7676137.94,68316,2023-11-26
구로구,2816,6021579.84,51237,2023-11-26
금천구,970,2164013.76,18364,2023-11-26
노원구,4825,9854347.97,85934,2023-11-26
도봉구,1714,3920331.21,33880,2023-11-26
동대문구,2568,5666867.83,50218,2023-11-26
동작구,1506,3648908.16,31894,2023-11-26
마포구,3305,8266360.47,74453,2023-11-26
서대문구,1380,3587109.36,28163,2023-11-26
서초구,1987,5424225.47,45559,2023-11-26
성동구,2478,6626323.16,56443,2023-11-26
성북구,1965,4312493.68,36484,2023-11-26
송파구,6451,13879413.28,133724,2023-11-26
양천구,4676,8666088.86,82334,2023-11-26
영등포구,5511,11154626.13,105148,2023-11-26
용산구,1562,4226793.57,35091,2023-11-26
은평구,1917,4161177.6,34931,2023-11-26
종로구,2104,4074328.39,39452,2023-11-26
중구,1396,3038684.29,28421,2023-11-26
중랑구,2259,4402685.88,38482,2023-11-26
