STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,3185,6927052.21,58759,2023-11-29
강동구,4233,7075684.81,68373,2023-11-29
강북구,1380,2547142.79,24848,2023-11-29
강서구,13913,19477942.3,166616,2023-11-29
관악구,2106,3726926.39,36040,2023-11-29
광진구,4931,7873978.45,76341,2023-11-29
구로구,4206,7795118.28,63871,2023-11-29
금천구,1969,3717304.56,28434,2023-11-29
노원구,6192,11079332.2,102057,2023-11-29
도봉구,1986,3792022.09,31988,2023-11-29
동대문구,3598,7315135.97,66472,2023-11-29
동작구,1743,3731182.04,29144,2023-11-29
마포구,4199,8432155.02,76829,2023-11-29
서대문구,1882,4098606.07,32779,2023-11-29
서초구,2741,5584667.76,48266,2023-11-29
성동구,3770,7784490.62,71703,2023-11-29
성북구,2500,4827170.43,42778,2023-11-29
송파구,7748,13922839.5,135176,2023-11-29
양천구,5835,9808068.46,89236,2023-11-29
영등포구,8597,14589926.62,141300,2023-11-29
용산구,1660,3629802.91,30602,2023-11-29
은평구,2344,4103046.91,36231,2023-11-29
종로구,3935,6546524.23,66343,2023-11-29
중구,2686,5285820.02,51956,2023-11-29
중랑구,2853,5053764.39,43227,2023-11-29
