STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2222,4330818.88,49248,2023-11-18
강동구,3247,5001317.26,62110,2023-11-18
강북구,1267,2188499.57,27307,2023-11-18
강서구,8719,11147522.38,120029,2023-11-18
관악구,1947,3043885.07,36342,2023-11-18
광진구,3699,5590255.31,65222,2023-11-18
구로구,3118,5085047.76,54735,2023-11-18
금천구,1040,1631319.21,17956,2023-11-18
노원구,5285,8248869.83,90417,2023-11-18
도봉구,1784,3057989.9,34541,2023-11-18
동대문구,2571,4370022.66,51253,2023-11-18
동작구,1429,2567295.13,27665,2023-11-18
마포구,3147,5658427.78,69429,2023-11-18
서대문구,1457,2682187.57,29810,2023-11-18
서초구,1938,3654621.5,41800,2023-11-18
성동구,2610,4920330.75,55319,2023-11-18
성북구,1990,3303049.16,38034,2023-11-18
송파구,6315,9970181.84,124100,2023-11-18
양천구,5052,7285018.43,85968,2023-11-18
영등포구,5641,8303470.81,103144,2023-11-18
용산구,1393,2758446.56,31575,2023-11-18
은평구,2093,3340697.43,37952,2023-11-18
종로구,2318,3393917.16,42833,2023-11-18
중구,1458,2454400.42,33154,2023-11-18
중랑구,2282,3635628.89,42148,2023-11-18
