STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,5066,10725441.32,108934,2023-11-15
강동구,5847,9313124.14,105078,2023-11-15
강북구,2104,3717974.25,42079,2023-11-15
강서구,19031,25874789.1,259286,2023-11-15
관악구,3208,5464527.75,60933,2023-11-15
광진구,6912,10782760.04,120540,2023-11-15
구로구,5943,10458970.97,100067,2023-11-15
금천구,2876,5226369.49,47827,2023-11-15
노원구,8770,14251849.49,151684,2023-11-15
도봉구,3077,5818520.62,61152,2023-11-15
동대문구,5055,9132076.91,102186,2023-11-15
동작구,2882,5558731.83,55617,2023-11-15
마포구,6522,12624885.98,136965,2023-11-15
서대문구,2674,5254404.46,51467,2023-11-15
서초구,4234,8661064.87,85424,2023-11-15
성동구,5880,11450645.87,122933,2023-11-15
성북구,3743,6716781.01,70270,2023-11-15
송파구,11841,19795678.08,224724,2023-11-15
양천구,9088,14275452.96,157016,2023-11-15
영등포구,12554,20663705.52,236311,2023-11-15
용산구,2683,5595811.47,55724,2023-11-15
은평구,3411,5631657.27,58425,2023-11-15
종로구,5613,8853789.55,106490,2023-11-15
중구,4174,7645195.78,93502,2023-11-15
중랑구,4181,6886802.42,72464,2023-11-15
