STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,4481,9195968.02,95967,2023-11-20
강동구,5291,8172982.15,94454,2023-11-20
강북구,1910,3289792.67,40266,2023-11-20
강서구,16838,22748239.51,225987,2023-11-20
관악구,2873,4943257.87,55354,2023-11-20
광진구,6463,10182475.14,113516,2023-11-20
구로구,5680,9959246.42,98429,2023-11-20
금천구,2703,4803134.18,43709,2023-11-20
노원구,8055,13563724.78,143144,2023-11-20
도봉구,2826,5192935.66,52918,2023-11-20
동대문구,4665,8374760.5,93169,2023-11-20
동작구,2634,5136746.72,51856,2023-11-20
마포구,5914,11538145.66,123051,2023-11-20
서대문구,2443,5049253.92,50476,2023-11-20
서초구,3890,8012087.83,82250,2023-11-20
성동구,5324,10452840.16,110974,2023-11-20
성북구,3186,5501144.14,58613,2023-11-20
송파구,10854,17763950.22,204842,2023-11-20
양천구,7814,12467369.91,133475,2023-11-20
영등포구,11748,19534798.18,218827,2023-11-20
용산구,2358,4889763.7,48955,2023-11-20
은평구,3059,5097151.25,54682,2023-11-20
종로구,5140,8206323.58,95536,2023-11-20
중구,3734,7057329.57,79038,2023-11-20
중랑구,3655,6525123.01,64963,2023-11-20
