STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,1941,3749986.92,43117,2023-11-12
강동구,3225,5029328.82,58905,2023-11-12
강북구,1146,1990545.95,23233,2023-11-12
강서구,7353,10060884.52,107201,2023-11-12
관악구,1778,2959136.23,37017,2023-11-12
광진구,3443,5334675.47,62651,2023-11-12
구로구,2701,4510195.72,47171,2023-11-12
금천구,930,1650108.56,18947,2023-11-12
노원구,4782,7953075.27,87274,2023-11-12
도봉구,1672,3318318.22,36638,2023-11-12
동대문구,2478,4406383.63,50065,2023-11-12
동작구,1379,2439530.97,29855,2023-11-12
마포구,3143,5908554.05,69173,2023-11-12
서대문구,1442,2929911.12,32400,2023-11-12
서초구,1746,3473373.49,40023,2023-11-12
성동구,2374,4637323.64,55131,2023-11-12
성북구,1853,3207166.85,36115,2023-11-12
송파구,5968,10173574.92,120103,2023-11-12
양천구,4545,6615732.21,74356,2023-11-12
영등포구,5455,8449407.85,103852,2023-11-12
용산구,1352,2799123.78,29309,2023-11-12
은평구,1938,3321418.12,35256,2023-11-12
종로구,2081,3211283.9899999998,38393,2023-11-12
중구,1279,2236093.2,26516,2023-11-12
중랑구,2271,3989837.58,41822,2023-11-12
