index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,4774,9965979.16,107301,2023-11-09,18.1,6.0,11.1,71.6
1,강동구,5744,8903070.09,103011,2023-11-09,18.1,6.0,11.1,71.6
2,강북구,1818,3159572.71,37751,2023-11-09,18.1,6.0,11.1,71.6
3,강서구,15926,21187213.88,212067,2023-11-09,18.1,6.0,11.1,71.6
4,관악구,3090,5492948.02,58183,2023-11-09,18.1,6.0,11.1,71.6
5,광진구,6818,10597480.13,112561,2023-11-09,18.1,6.0,11.1,71.6
6,구로구,5775,10138319.18,99249,2023-11-09,18.1,6.0,11.1,71.6
7,금천구,2810,4855110.17,44655,2023-11-09,18.1,6.0,11.1,71.6
8,노원구,7799,12838717.0,128951,2023-11-09,18.1,6.0,11.1,71.6
9,도봉구,2540,4565550.32,48175,2023-11-09,18.1,6.0,11.1,71.6
10,동대문구,4657,8359878.67,93587,2023-11-09,18.1,6.0,11.1,71.6
11,동작구,2589,5047279.07,50724,2023-11-09,18.1,6.0,11.1,71.6
12,마포구,5647,10414978.98,118713,2023-11-09,18.1,6.0,11.1,71.6
13,서대문구,2630,5238987.1,50278,2023-11-09,18.1,6.0,11.1,71.6
14,서초구,4087,7922197.53,83544,2023-11-09,18.1,6.0,11.1,71.6
15,성동구,5473,10603755.66,116423,2023-11-09,18.1,6.0,11.1,71.6
16,성북구,3467,5994988.75,64079,2023-11-09,18.1,6.0,11.1,71.6
17,송파구,11294,18888387.15,212255,2023-11-09,18.1,6.0,11.1,71.6
18,양천구,7562,11775898.91,122490,2023-11-09,18.1,6.0,11.1,71.6
19,영등포구,11400,18020553.29,208932,2023-11-09,18.1,6.0,11.1,71.6
20,용산구,2374,4963702.4,47593,2023-11-09,18.1,6.0,11.1,71.6
21,은평구,3079,5080800.99,54693,2023-11-09,18.1,6.0,11.1,71.6
22,종로구,5294,7975837.84,94405,2023-11-09,18.1,6.0,11.1,71.6
23,중구,3966,6828273.14,85732,2023-11-09,18.1,6.0,11.1,71.6
24,중랑구,3658,6246727.86,63076,2023-11-09,18.1,6.0,11.1,71.6
