STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend,tempmax,tempmin,feelslike,humidity,precip
강남구,3940,26.24517766497462,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
강동구,6257,20.390282883170848,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
강북구,2308,21.490901213171576,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
강서구,16501,14.859281255681474,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
관악구,3531,19.938544321721892,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
광진구,7860,20.6587786259542,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
구로구,5682,20.715241112284406,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
금천구,2470,19.616194331983806,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
노원구,9294,18.945125887669466,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
도봉구,3089,20.01230171576562,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
동대문구,5633,21.38221196520504,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
동작구,2845,22.964499121265376,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
마포구,7731,24.099987065062734,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
서대문구,3192,22.275689223057643,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
서초구,4015,27.057783312577833,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
성동구,6138,23.882697947214076,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
성북구,3826,19.98719289074752,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
송파구,14050,20.661992882562277,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
양천구,7499,17.10388051740232,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
영등포구,11430,21.967979002624674,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
용산구,2756,25.274310595065312,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
은평구,3697,19.555044630781715,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
종로구,5202,20.897154940407535,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
중구,3539,21.608363944617125,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
중랑구,4272,19.51755617977528,2023-03-23,Thursday,False,False,23.1,13.5,17.8,49.6,0.006
