STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,4205,24.366706302021402,2025-03-21,Friday,False,False
강동구,5339,19.510957108072674,2025-03-21,Friday,False,False
강북구,1557,21.847141939627488,2025-03-21,Friday,False,False
강서구,14952,14.586409844836812,2025-03-21,Friday,False,False
관악구,2315,23.213822894168466,2025-03-21,Friday,False,False
광진구,6171,20.512558742505266,2025-03-21,Friday,False,False
구로구,4812,18.909393183707397,2025-03-21,Friday,False,False
금천구,2156,18.09090909090909,2025-03-21,Friday,False,False
노원구,6998,19.065161474707057,2025-03-21,Friday,False,False
도봉구,2387,20.79681608713867,2025-03-21,Friday,False,False
동대문구,4093,22.434644515025653,2025-03-21,Friday,False,False
동작구,1957,24.00613183444047,2025-03-21,Friday,False,False
마포구,5667,24.21104640903476,2025-03-21,Friday,False,False
서대문구,2238,21.638963360142984,2025-03-21,Friday,False,False
서초구,3733,24.54995981784088,2025-03-21,Friday,False,False
성동구,4913,24.259312029309992,2025-03-21,Friday,False,False
성북구,2551,20.89729517836143,2025-03-21,Friday,False,False
송파구,11393,20.131396471517597,2025-03-21,Friday,False,False
양천구,7322,17.36998087954111,2025-03-21,Friday,False,False
영등포구,11325,20.872317880794704,2025-03-21,Friday,False,False
용산구,2242,24.953612845673504,2025-03-21,Friday,False,False
은평구,2558,19.287333854573887,2025-03-21,Friday,False,False
종로구,3441,22.984888113920373,2025-03-21,Friday,False,False
중구,3019,23.41967538920172,2025-03-21,Friday,False,False
중랑구,3171,18.549353516240934,2025-03-21,Friday,False,False
