STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,3231,19.953265242958835,2025-11-18,Tuesday,False,False
강동구,4608,15.653211805555555,2025-11-18,Tuesday,False,False
강북구,1104,19.66304347826087,2025-11-18,Tuesday,False,False
강서구,13322,12.651028374118,2025-11-18,Tuesday,False,False
관악구,1515,19.712871287128714,2025-11-18,Tuesday,False,False
광진구,4612,16.528837814397225,2025-11-18,Tuesday,False,False
구로구,4224,16.60274621212121,2025-11-18,Tuesday,False,False
금천구,1803,15.711037160288408,2025-11-18,Tuesday,False,False
노원구,5954,16.79593550554249,2025-11-18,Tuesday,False,False
도봉구,1831,17.089568541780448,2025-11-18,Tuesday,False,False
동대문구,3159,18.17537195314973,2025-11-18,Tuesday,False,False
동작구,1452,19.444214876033058,2025-11-18,Tuesday,False,False
마포구,4083,19.244917952485917,2025-11-18,Tuesday,False,False
서대문구,1679,18.171530673019653,2025-11-18,Tuesday,False,False
서초구,2900,18.689310344827586,2025-11-18,Tuesday,False,False
성동구,3427,20.076159906623868,2025-11-18,Tuesday,False,False
성북구,1977,18.474962063732928,2025-11-18,Tuesday,False,False
송파구,8665,17.113214079630698,2025-11-18,Tuesday,False,False
양천구,6143,15.607683542243203,2025-11-18,Tuesday,False,False
영등포구,9149,17.06601814405946,2025-11-18,Tuesday,False,False
용산구,1576,17.856598984771573,2025-11-18,Tuesday,False,False
은평구,1882,16.595642933049948,2025-11-18,Tuesday,False,False
종로구,3384,18.58806146572104,2025-11-18,Tuesday,False,False
중구,2451,20.046511627906977,2025-11-18,Tuesday,False,False
중랑구,2442,16.011466011466013,2025-11-18,Tuesday,False,False
