STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,1519,24.19486504279131,2024-12-15,Sunday,False,True
강동구,2365,18.899788583509515,2024-12-15,Sunday,False,True
강북구,799,21.072590738423028,2024-12-15,Sunday,False,True
강서구,5837,14.398492376220661,2024-12-15,Sunday,False,True
관악구,1279,17.178264268960124,2024-12-15,Sunday,False,True
광진구,2668,18.22863568215892,2024-12-15,Sunday,False,True
구로구,2185,18.48787185354691,2024-12-15,Sunday,False,True
금천구,674,17.92433234421365,2024-12-15,Sunday,False,True
노원구,3697,18.30105490938599,2024-12-15,Sunday,False,True
도봉구,1156,20.16522491349481,2024-12-15,Sunday,False,True
동대문구,1839,19.64274061990212,2024-12-15,Sunday,False,True
동작구,980,23.976530612244897,2024-12-15,Sunday,False,True
마포구,2398,24.415346121768142,2024-12-15,Sunday,False,True
서대문구,1046,21.183556405353727,2024-12-15,Sunday,False,True
서초구,1299,24.270207852193995,2024-12-15,Sunday,False,True
성동구,1618,22.057478368355994,2024-12-15,Sunday,False,True
성북구,1107,19.636856368563684,2024-12-15,Sunday,False,True
송파구,4434,19.886107352277854,2024-12-15,Sunday,False,True
양천구,3579,16.744900810282203,2024-12-15,Sunday,False,True
영등포구,4407,19.20626276378489,2024-12-15,Sunday,False,True
용산구,1004,21.29183266932271,2024-12-15,Sunday,False,True
은평구,1273,19.845247446975648,2024-12-15,Sunday,False,True
종로구,1408,19.36434659090909,2024-12-15,Sunday,False,True
중구,1010,20.96039603960396,2024-12-15,Sunday,False,True
중랑구,1664,17.397235576923077,2024-12-15,Sunday,False,True
