index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,2715,8056927.41,60850,2022-06-27,28.0,25.3,28.7,84.5
1,강동구,4221,8062302.75,71885,2022-06-27,28.0,25.3,28.7,84.5
2,강북구,1196,2608965.54,21514,2022-06-27,28.0,25.3,28.7,84.5
3,강서구,12596,20452221.44,169261,2022-06-27,28.0,25.3,28.7,84.5
4,관악구,2462,6242865.49,49367,2022-06-27,28.0,25.3,28.7,84.5
5,광진구,4329,8931889.4,72306,2022-06-27,28.0,25.3,28.7,84.5
6,구로구,3761,8763850.46,66864,2022-06-27,28.0,25.3,28.7,84.5
7,금천구,1890,4133421.36,29732,2022-06-27,28.0,25.3,28.7,84.5
8,노원구,4819,10063532.02,82621,2022-06-27,28.0,25.3,28.7,84.5
9,도봉구,1643,3790205.66,27525,2022-06-27,28.0,25.3,28.7,84.5
10,동대문구,3361,7401502.16,60615,2022-06-27,28.0,25.3,28.7,84.5
11,동작구,1818,4762052.25,37523,2022-06-27,28.0,25.3,28.7,84.5
12,마포구,4610,11123573.18,92331,2022-06-27,28.0,25.3,28.7,84.5
13,서대문구,2067,5153960.72,38491,2022-06-27,28.0,25.3,28.7,84.5
14,서초구,2637,7241358.69,57335,2022-06-27,28.0,25.3,28.7,84.5
15,성동구,3564,8838479.49,69008,2022-06-27,28.0,25.3,28.7,84.5
16,성북구,2294,5476338.32,42184,2022-06-27,28.0,25.3,28.7,84.5
17,송파구,8403,17774740.36,150816,2022-06-27,28.0,25.3,28.7,84.5
18,양천구,6053,11636791.08,97724,2022-06-27,28.0,25.3,28.7,84.5
19,영등포구,8155,17650316.8,150281,2022-06-27,28.0,25.3,28.7,84.5
20,용산구,1724,4786132.11,35867,2022-06-27,28.0,25.3,28.7,84.5
21,은평구,2429,4822223.52,40354,2022-06-27,28.0,25.3,28.7,84.5
22,종로구,3085,6194565.13,57294,2022-06-27,28.0,25.3,28.7,84.5
23,중구,2345,5128960.72,44252,2022-06-27,28.0,25.3,28.7,84.5
24,중랑구,2577,5174123.14,42172,2022-06-27,28.0,25.3,28.7,84.5
