index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,5182,19347368.59,146466,2022-06-20,28.8,22.1,25.7,76.1
1,강동구,8028,17729562.24,157600,2022-06-20,28.8,22.1,25.7,76.1
2,강북구,2711,7148920.61,59563,2022-06-20,28.8,22.1,25.7,76.1
3,강서구,21334,42074182.67,344593,2022-06-20,28.8,22.1,25.7,76.1
4,관악구,5077,15020445.73,118744,2022-06-20,28.8,22.1,25.7,76.1
5,광진구,8741,22732221.77,185772,2022-06-20,28.8,22.1,25.7,76.1
6,구로구,7159,20137335.61,151608,2022-06-20,28.8,22.1,25.7,76.1
7,금천구,3403,9608109.71,72922,2022-06-20,28.8,22.1,25.7,76.1
8,노원구,10430,25907179.83,203654,2022-06-20,28.8,22.1,25.7,76.1
9,도봉구,3789,10997210.28,82080,2022-06-20,28.8,22.1,25.7,76.1
10,동대문구,6663,17557395.94,141660,2022-06-20,28.8,22.1,25.7,76.1
11,동작구,3718,11933249.79,94489,2022-06-20,28.8,22.1,25.7,76.1
12,마포구,9391,29686657.4,242196,2022-06-20,28.8,22.1,25.7,76.1
13,서대문구,3713,11909738.44,91239,2022-06-20,28.8,22.1,25.7,76.1
14,서초구,5525,19968392.86,153858,2022-06-20,28.8,22.1,25.7,76.1
15,성동구,6989,22811285.57,177256,2022-06-20,28.8,22.1,25.7,76.1
16,성북구,4555,12568698.85,96871,2022-06-20,28.8,22.1,25.7,76.1
17,송파구,16289,40822820.13,351316,2022-06-20,28.8,22.1,25.7,76.1
18,양천구,10382,22122591.94,195039,2022-06-20,28.8,22.1,25.7,76.1
19,영등포구,14131,40909191.56,336118,2022-06-20,28.8,22.1,25.7,76.1
20,용산구,3669,13137702.35,98726,2022-06-20,28.8,22.1,25.7,76.1
21,은평구,4793,12264300.86,100113,2022-06-20,28.8,22.1,25.7,76.1
22,종로구,6001,14147558.09,130323,2022-06-20,28.8,22.1,25.7,76.1
23,중구,4160,11176375.9,97222,2022-06-20,28.8,22.1,25.7,76.1
24,중랑구,5220,13040759.12,108741,2022-06-20,28.8,22.1,25.7,76.1
