STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,5612,25.666072701354242,2024-10-10,Thursday,False,False
강동구,7643,19.45152427057438,2024-10-10,Thursday,False,False
강북구,2267,21.51786501985002,2024-10-10,Thursday,False,False
강서구,22859,14.797103985301193,2024-10-10,Thursday,False,False
관악구,3721,21.372480515990326,2024-10-10,Thursday,False,False
광진구,8418,20.142195295794725,2024-10-10,Thursday,False,False
구로구,7875,19.516190476190477,2024-10-10,Thursday,False,False
금천구,3654,17.049261083743843,2024-10-10,Thursday,False,False
노원구,10458,18.847867661120674,2024-10-10,Thursday,False,False
도봉구,3923,19.942391027275043,2024-10-10,Thursday,False,False
동대문구,6049,20.780128946933377,2024-10-10,Thursday,False,False
동작구,3177,22.7935158954989,2024-10-10,Thursday,False,False
마포구,8584,24.573042870456664,2024-10-10,Thursday,False,False
서대문구,3279,22.06678865507777,2024-10-10,Thursday,False,False
서초구,5449,24.320976325931362,2024-10-10,Thursday,False,False
성동구,7507,23.546290129212736,2024-10-10,Thursday,False,False
성북구,3692,21.49810400866739,2024-10-10,Thursday,False,False
송파구,15487,20.16439594498612,2024-10-10,Thursday,False,False
양천구,11061,17.1771087605099,2024-10-10,Thursday,False,False
영등포구,16760,20.837052505966586,2024-10-10,Thursday,False,False
용산구,3322,25.387417218543046,2024-10-10,Thursday,False,False
은평구,4178,20.264001914791766,2024-10-10,Thursday,False,False
종로구,5810,20.834939759036146,2024-10-10,Thursday,False,False
중구,4406,22.608715388107125,2024-10-10,Thursday,False,False
중랑구,4933,19.02979931076424,2024-10-10,Thursday,False,False
