STA_LOC,USE_CNT,AVG_MOVE_TIME,DATE,Day_of_Week,Is_Holiday,Is_Weekend
강남구,5848,25.672537619699042,2024-07-05,Friday,False,False
강동구,7290,20.786694101508917,2024-07-05,Friday,False,False
강북구,2154,22.86954503249768,2024-07-05,Friday,False,False
강서구,22127,14.888462059926786,2024-07-05,Friday,False,False
관악구,3465,23.70851370851371,2024-07-05,Friday,False,False
광진구,7944,21.41880664652568,2024-07-05,Friday,False,False
구로구,7075,19.560848056537104,2024-07-05,Friday,False,False
금천구,3029,17.922086497193792,2024-07-05,Friday,False,False
노원구,10451,19.32523203521194,2024-07-05,Friday,False,False
도봉구,3864,20.85533126293996,2024-07-05,Friday,False,False
동대문구,5200,22.057307692307692,2024-07-05,Friday,False,False
동작구,3035,25.189456342668862,2024-07-05,Friday,False,False
마포구,7687,25.504748276310654,2024-07-05,Friday,False,False
서대문구,3074,22.373780091086534,2024-07-05,Friday,False,False
서초구,5346,24.618780396558176,2024-07-05,Friday,False,False
성동구,6731,24.56782053186748,2024-07-05,Friday,False,False
성북구,3421,21.899152294650687,2024-07-05,Friday,False,False
송파구,15661,20.915841900261796,2024-07-05,Friday,False,False
양천구,10869,18.2527371423314,2024-07-05,Friday,False,False
영등포구,14913,22.09488365855294,2024-07-05,Friday,False,False
용산구,3230,26.069659442724458,2024-07-05,Friday,False,False
은평구,3980,20.757788944723618,2024-07-05,Friday,False,False
종로구,5684,22.266361717100633,2024-07-05,Friday,False,False
중구,4240,23.993396226415094,2024-07-05,Friday,False,False
중랑구,4677,19.38208253153731,2024-07-05,Friday,False,False
