STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE
강남구,2753,8616779.34,75707,2023-12-10
강동구,3944,8787660.08,83777,2023-12-10
강북구,1518,3944629.07,35249,2023-12-10
강서구,9336,17139475.23,148686,2023-12-10
관악구,2475,6248555.77,54301,2023-12-10
광진구,4763,11145244.83,96063,2023-12-10
구로구,3414,8654134.55,69249,2023-12-10
금천구,1093,2843346.91,24507,2023-12-10
노원구,5995,13918780.99,118239,2023-12-10
도봉구,2247,6054554.79,49839,2023-12-10
동대문구,3219,8266458.62,71396,2023-12-10
동작구,1935,5830054.95,48968,2023-12-10
마포구,4643,13831996.79,124246,2023-12-10
서대문구,1784,5282485.2299999995,43674,2023-12-10
서초구,2523,8165835.21,68554,2023-12-10
성동구,3453,10869220.91,92876,2023-12-10
성북구,2490,6107091.9,51193,2023-12-10
송파구,8507,20996979.82,195900,2023-12-10
양천구,5579,11576612.38,103906,2023-12-10
영등포구,7074,17594585.05,154088,2023-12-10
용산구,2120,6588825.87,56946,2023-12-10
은평구,2306,5894457.83,48996,2023-12-10
종로구,2863,6095552.6,57974,2023-12-10
중구,1848,4317689.98,40677,2023-12-10
중랑구,2805,6578504.49,56662,2023-12-10
