index,STA_LOC,USE_CNT,MOVE_METER,MOVE_TIME,DATE,tempmax,tempmin,feelslike,humidity
0,강남구,789,1805829.88,19334,2023-12-31,4.4,0.8,0.4,94.7
1,강동구,1076,1872541.0,23516,2023-12-31,4.4,0.8,0.4,94.7
2,강북구,373,702986.75,7488,2023-12-31,4.4,0.8,0.4,94.7
3,강서구,4046,6324693.3,60672,2023-12-31,4.4,0.8,0.4,94.7
4,관악구,885,1843318.86,18841,2023-12-31,4.4,0.8,0.4,94.7
5,광진구,1300,2312275.29,24981,2023-12-31,4.4,0.8,0.4,94.7
6,구로구,1320,2670819.86,25929,2023-12-31,4.4,0.8,0.4,94.7
7,금천구,489,982356.08,9883,2023-12-31,4.4,0.8,0.4,94.7
8,노원구,1466,2826076.23,30178,2023-12-31,4.4,0.8,0.4,94.7
9,도봉구,643,1315843.18,13872,2023-12-31,4.4,0.8,0.4,94.7
10,동대문구,846,1804859.42,19654,2023-12-31,4.4,0.8,0.4,94.7
11,동작구,682,1547384.37,15992,2023-12-31,4.4,0.8,0.4,94.7
12,마포구,1432,3539384.07,36384,2023-12-31,4.4,0.8,0.4,94.7
13,서대문구,589,1502049.11,12930,2023-12-31,4.4,0.8,0.4,94.7
14,서초구,803,2011274.55,19472,2023-12-31,4.4,0.8,0.4,94.7
15,성동구,845,2164757.7,22094,2023-12-31,4.4,0.8,0.4,94.7
16,성북구,576,1176967.76,11860,2023-12-31,4.4,0.8,0.4,94.7
17,송파구,2082,4019875.5,47205,2023-12-31,4.4,0.8,0.4,94.7
18,양천구,2477,4322422.0,44641,2023-12-31,4.4,0.8,0.4,94.7
19,영등포구,2802,5490289.53,57738,2023-12-31,4.4,0.8,0.4,94.7
20,용산구,543,1411319.84,14730,2023-12-31,4.4,0.8,0.4,94.7
21,은평구,907,1873105.56,19366,2023-12-31,4.4,0.8,0.4,94.7
22,종로구,804,1436097.71,15522,2023-12-31,4.4,0.8,0.4,94.7
23,중구,614,1263622.28,15095,2023-12-31,4.4,0.8,0.4,94.7
24,중랑구,741,1423443.86,15313,2023-12-31,4.4,0.8,0.4,94.7
